timestamp,accX,accY,accZ
3154402233000,-1.92,9.66,0.7218784
3154452282000,-1.76,9.66,0.7218784
3154502270000,-1.65,9.66,0.7218784
3154552288000,-1.61,9.81,0.95342433
3154602245000,-1.73,9.85,0.7627395
3154652264000,-1.8,9.66,0.6946377
3154702221000,-1.8,9.7,0.6537767
3154752270000,-1.84,9.7,0.5720546
3154802227000,-1.76,9.7,0.8036005
3154852276000,-1.57,9.72,0.88532263
3154902264000,-1.61,9.89,0.95342433
3154952282000,-1.65,9.72,0.84446156
3155002239000,-1.76,9.7,0.6946377
3155052288000,-1.76,9.77,0.53119355
3155102215000,-1.69,9.77,0.6946377
3155152264000,-1.57,9.81,0.84446156
3155202221000,-1.65,9.81,0.88532263
3155252270000,-1.69,9.77,0.8036005
3155302257000,-1.69,9.72,0.7218784
3155352276000,-1.61,9.77,0.7627395
3155402203000,-1.69,9.77,0.8036005
3155452251000,-1.65,9.77,0.7627395
3155502209000,-1.69,9.72,0.84446156
3155552288000,-1.57,9.72,0.7627395
3155602245000,-1.61,9.77,0.92618364
3155652264000,-1.57,9.77,0.88532263
3155702251000,-1.53,9.85,0.92618364
3155752270000,-1.53,9.81,0.84446156
3155802227000,-1.5,9.77,0.95342433
3155852306000,-1.53,9.72,0.92618364
3155902203000,-1.53,9.72,0.88532263
3155952251000,-1.53,9.77,0.88532263
3156002209000,-1.53,9.81,0.92618364
3156052288000,-1.5,9.77,0.95342433
3156102215000,-1.57,9.77,0.92618364
3156152264000,-1.57,9.81,0.95342433
3156202251000,-1.53,9.81,0.92618364
3156252239000,-1.53,9.77,0.9942854
3156302257000,-1.53,9.72,1.0351465
3156352306000,-1.42,9.72,1.1168685
3156402203000,-1.38,9.72,1.1849703
3156452282000,-1.33,9.77,1.2258313
3156502209000,-1.33,9.72,1.1849703
3156552288000,-1.33,9.77,1.2258313
3156602215000,-1.31,9.7,1.1849703
3156652264000,-1.33,9.7,1.1441092
3156702221000,-1.33,9.66,1.1168685
3156752239000,-1.46,9.66,1.1168685
3156802257000,-1.42,9.72,1.1849703
3156852276000,-1.53,9.77,1.2258313
3156902233000,-1.5,9.62,1.1441092
3156952282000,-1.46,9.58,1.1168685
3157002270000,-1.65,9.77,1.1441092
3157052288000,-1.65,9.85,1.1849703
3157102215000,-1.69,9.81,1.1168685
3157152264000,-1.73,9.72,0.9942854
3157202221000,-1.61,9.66,1.0760075
3157252270000,-1.5,9.66,1.1168685
3157302257000,-1.53,9.7,1.1168685
3157352276000,-1.65,9.81,1.0351465
3157402203000,-1.65,9.85,0.88532263
3157452282000,-1.8,9.72,0.8036005
3157502209000,-1.76,9.66,0.8036005
3157552288000,-1.65,9.62,0.84446156
3157602245000,-1.53,9.72,0.9942854
3157652264000,-1.65,9.81,0.9942854
3157652264000,-1.65,9.81,0.9942854
3157752300000,-1.73,9.77,0.8036005
3157802227000,-1.69,9.7,0.84446156
3157852306000,-1.61,9.72,0.95342433
3157902294000,-1.53,9.72,0.95342433
3157952251000,-1.53,9.72,0.9942854
3158002239000,-1.61,9.85,0.95342433
3158052319000,-1.65,9.81,0.88532263
3158112225000,-1.65,9.7,0.88532263
3158162212000,-1.57,9.72,0.7627395
3158212292000,-1.46,9.66,0.84446156
3158262218000,-1.65,9.81,0.88532263
3158312267000,-1.57,9.77,0.88532263
3158362225000,-1.57,9.89,0.92618364
3158412273000,-1.53,9.72,0.88532263
3158462231000,-1.57,9.66,1.0760075
3158512249000,-1.42,9.72,1.1441092
3158562206000,-1.46,9.81,1.1168685
3158612255000,-1.5,9.7,1.1441092
3158662212000,-1.23,9.51,0.9942854
3158712261000,-1.42,9.81,0.84446156
3158762218000,-1.38,9.66,0.92618364
3158812267000,-1.8,9.72,0.7627395
3158812267000,-1.8,9.72,0.7627395
3158882336000,-2.07,9.72,0.6537767
3158932262000,-1.65,9.58,0.84446156
3158998791000,-1.61,9.7,0.92618364
3158998791000,-1.61,9.7,0.92618364
3158998791000,-1.61,9.7,0.92618364
3159152477000,-1.46,9.47,0.95342433
3159202282000,-1.46,9.62,0.84446156
3159252209000,-1.69,9.72,0.7627395
3159302288000,-1.73,9.92,0.92618364
3159352215000,-1.57,10.0,0.9942854
3159402264000,-1.65,9.81,0.9942854
3159452251000,-1.31,9.58,0.88532263
3159502270000,-1.53,9.7,0.95342433
3159552227000,-1.61,9.72,0.88532263
3159602276000,-1.57,9.72,1.0351465
3159652203000,-1.5,9.72,1.1441092
3159702282000,-1.46,9.81,1.1849703
3159752239000,-1.5,9.72,1.3075534
3159802319000,-1.57,9.66,1.1441092
3159852245000,-1.53,9.62,1.1441092
3159902233000,-1.69,9.72,1.1441092
3159952373000,-1.46,9.66,1.1849703
3160002270000,-1.57,9.72,1.0351465
3160052257000,-1.65,9.81,1.1168685
3160102306000,-1.5,9.77,1.1168685
3160152233000,-1.38,9.7,1.0760075
3160202251000,-1.53,9.7,1.0760075
3160252270000,-1.5,9.72,0.88532263
3160302288000,-1.53,9.72,0.95342433
3160302288000,-1.53,9.72,0.95342433
3160402233000,-1.53,9.72,0.92618364
3160452251000,-1.46,9.77,0.95342433
3160502270000,-1.5,9.85,1.0351465
3160552257000,-1.53,9.72,0.92618364
3160602245000,-1.53,9.72,0.8036005
3160652203000,-1.53,9.77,0.84446156
3160702251000,-1.57,9.77,0.84446156
3160752209000,-1.65,9.81,0.8036005
3160802288000,-1.53,9.7,0.84446156
3160852215000,-1.57,9.77,0.92618364
3160902233000,-1.38,9.72,0.95342433
3160952251000,-1.53,9.89,0.95342433
3161002239000,-1.57,9.89,0.95342433
3161052257000,-1.61,9.66,0.7218784
3161102276000,-1.65,9.62,0.7627395
3161152264000,-1.57,9.58,0.6946377
3161202343000,-1.8,9.77,0.88532263
3161252239000,-1.69,9.89,1.0351465
3161302288000,-1.23,9.66,1.1441092
3161352245000,-1.38,9.72,1.0760075
3161402264000,-1.69,9.77,0.9942854
3161452343000,-1.88,9.81,0.6537767
3161502300000,-1.69,9.89,0.88532263
3161552227000,-1.57,9.66,0.84446156
3161602276000,-1.31,9.47,0.95342433
3161652233000,-1.61,10.0,0.9942854
3161702282000,-1.84,10.08,0.9942854
3161752209000,-1.73,9.77,0.9942854
3161802288000,-1.31,9.38,1.1168685
3161852215000,-1.14,9.53,1.3075534
3161902233000,-2.26,9.77,0.8036005
3161952282000,-2.3,10.04,0.6946377
3162002270000,-1.65,9.81,0.88532263
3162052227000,-1.18,10.23,0.92618364
3162102306000,-0.57,8.96,1.0351465
3162152203000,-0.65,9.53,1.4165162
3162202282000,-1.5,9.96,1.4982382
3162252209000,-2.22,9.81,1.1849703
3162302319000,-1.92,9.81,0.95342433
3162352398000,-1.88,9.85,0.6946377
3162402264000,-1.65,9.72,0.6537767
3162452282000,-1.8,9.66,0.46309182
3162502270000,-1.76,9.53,0.5720546
3162552257000,-0.95,9.38,1.3075534
3162602276000,-0.91,10.0,1.6480621
3162652233000,-1.46,10.15,1.7297841
3162702282000,-1.46,9.7,1.334794
3162752239000,-1.61,9.7,0.7627395
3162802288000,-1.88,9.58,0.313268
3162852215000,-1.92,9.77,0.53119355
3162902386000,-1.84,10.04,0.8036005
3162952282000,-1.46,9.96,1.2258313
3163002270000,-0.84,9.81,0.9942854
3163052257000,-1.08,9.66,0.6537767
3163102276000,-1.88,9.72,0.5720546
3163152203000,-2.22,9.81,0.313268
3163202282000,-2.49,9.72,0.38136974
3163252209000,-2.14,9.89,0.53119355
3163302288000,-1.53,9.89,0.6537767
3163352215000,-1.33,9.81,0.84446156
3163402294000,-1.23,9.62,0.9942854
3163452526000,-1.38,9.72,1.1441092
3163502270000,-1.53,9.58,1.1168685
3163552227000,-1.73,9.89,0.9942854
3163602276000,-1.84,9.85,0.8036005
3163652233000,-1.69,9.66,0.84446156
3163702282000,-1.73,9.7,0.84446156
3163752209000,-1.53,9.77,0.88532263
3163802288000,-1.53,9.7,0.92618364
3163852245000,-1.61,9.85,0.88532263
3163902233000,-1.57,9.89,0.88532263
3163902233000,-1.57,9.89,0.88532263
3163972271000,-1.38,9.62,0.92618364
3164022594000,-1.23,9.66,1.0760075
3164073132000,-1.42,9.77,1.1168685
3164130382000,-1.53,9.72,1.0760075
3164182354000,-1.57,9.77,0.9942854
3164232281000,-1.69,9.81,0.95342433
3164282299000,-1.46,9.62,1.0760075
3164332317000,-1.38,9.66,1.2258313
3164382305000,-1.53,9.85,1.1849703
3164432262000,-1.57,9.7,0.9942854
3164482311000,-1.65,9.62,1.0351465
3164532268000,-1.5,9.7,1.0351465
3164582348000,-1.57,9.81,1.0760075
3164632244000,-1.65,9.81,1.0760075
3164682293000,-1.5,9.66,1.0760075
3164732281000,-1.46,9.7,0.95342433
3164782238000,-1.5,9.7,0.9942854
3164832256000,-1.5,9.7,1.0351465
3164882275000,-1.69,9.89,0.95342433
3164932262000,-1.53,9.81,1.0351465
3164982311000,-1.5,9.66,1.0760075
3165032238000,-1.53,9.62,0.9942854
3165082256000,-1.53,9.7,0.9942854
3165132244000,-1.57,9.77,0.9942854
3165182232000,-1.5,9.77,1.0351465
3165232220000,-1.5,9.77,0.9942854
3165282299000,-1.5,9.72,0.88532263
3165382122000,-1.73,9.81,0.88532263
3165382122000,-1.73,9.81,0.88532263
3165432384000,-1.65,9.72,0.88532263
3165482250000,-1.65,9.66,0.84446156
3165532238000,-1.65,9.7,0.84446156
3165582287000,-1.61,9.81,0.88532263
3165642223000,-1.69,9.81,0.8036005
3165692272000,-1.5,9.66,0.61291564
3165742321000,-1.27,9.47,0.8036005
3165792248000,-1.04,9.53,1.2258313
3165842297000,-1.33,9.92,1.4573772
3165892223000,-2.3,10.08,1.3075534
3165942272000,-2.49,9.7,0.7627395
3165992199000,-2.18,9.7,0.6537767
3166042278000,-1.8,9.72,0.7627395
3166092236000,-1.65,10.04,0.53119355
3166142284000,-1.53,9.81,0.19068487
3166192242000,-1.88,10.08,0.14982383
3166242290000,-1.84,9.89,0.313268
3166292217000,-1.23,9.28,0.6537767
3166342266000,-0.91,9.04,0.88532263
3166392223000,-0.95,9.34,0.9942854
3166442272000,-2.07,10.5,1.334794
3166492199000,-1.84,10.23,1.2258313
3166542278000,-1.76,9.66,1.1849703
3166592205000,-1.92,9.47,0.92618364
3166642315000,-1.8,9.51,0.7218784
3166692242000,-2.26,9.89,0.50395286
3166742260000,-2.03,9.92,0.53119355
3166792217000,-1.73,9.92,0.7627395
3166842297000,-2.03,9.96,0.5720546
3166892223000,-2.03,9.77,0.6537767
3166942272000,-1.99,9.51,0.6537767
3166992199000,-2.11,9.7,0.7627395
3167042278000,-1.88,9.58,1.0760075
3167092205000,-1.8,9.38,1.0760075
3167142315000,-1.84,9.34,1.1168685
3167192242000,-1.95,9.89,1.2666923
3167242260000,-1.61,10.08,1.2666923
3167292217000,-1.42,9.66,1.3075534
3167342266000,-1.84,9.53,1.1441092
3167392223000,-2.07,9.58,0.95342433
3167442272000,-2.22,9.62,0.88532263
3167492199000,-1.95,9.62,1.0760075
3167542278000,-1.46,9.53,1.0760075
3167592236000,-1.65,10.08,1.1849703
3167642315000,-1.88,9.89,0.9942854
3167692181000,-1.88,9.53,0.9942854
3167742260000,-1.8,9.58,0.95342433
3167792217000,-1.8,9.85,0.8036005
3167842266000,-1.65,9.89,0.88532263
3167892193000,-1.5,9.77,0.88532263
3167942333000,-1.5,9.7,0.53119355
3167992199000,-1.84,9.72,0.53119355
3168042278000,-1.76,9.66,0.61291564
3168092236000,-1.8,9.7,0.6946377
3168142315000,-1.92,10.04,0.88532263
3168192211000,-1.65,9.77,0.84446156
3168242290000,-1.84,9.72,0.88532263
3168292217000,-1.53,9.58,0.7627395
3168342266000,-1.5,9.7,0.95342433
3168392223000,-1.42,9.72,0.95342433
3168442272000,-1.65,9.85,0.92618364
3168492199000,-1.69,9.77,0.88532263
3168542309000,-1.73,9.81,0.95342433
3168592236000,-1.27,9.51,1.1168685
3168642284000,-1.46,9.77,1.2666923
3168692242000,-1.65,9.85,1.1441092
3168742290000,-1.57,9.7,1.1168685
3168792217000,-1.69,9.72,1.0351465
3168842266000,-1.57,9.72,1.0351465
3168892223000,-1.5,9.7,1.1168685
3168942303000,-1.5,9.53,1.1168685
3168992229000,-1.65,9.66,1.1849703
3168992229000,-1.65,9.66,1.1849703
3169092266000,-1.69,9.77,1.1849703
3169152538000,-1.73,9.85,1.0760075
3169202618000,-1.65,9.7,1.0760075
3169252331000,-1.5,9.66,1.0760075
3169302257000,-1.5,9.7,1.2666923
3169352276000,-1.57,9.81,0.95342433
3169402203000,-0.99,9.72,1.2258313
3169452251000,-1.69,9.89,1.334794
3169502239000,-1.46,9.66,1.2258313
3169552288000,-1.73,9.58,0.88532263
3169602276000,-1.61,9.53,0.95342433
3169652294000,-1.46,9.62,1.1849703
3169702221000,-1.8,9.81,1.1168685
3169752270000,-1.76,9.7,1.1441092
3169802257000,-1.65,9.62,1.1168685
3169852276000,-1.38,9.7,1.2666923
3169902233000,-1.27,9.72,1.1849703
3169952282000,-1.12,9.66,1.1849703
3170002209000,-1.33,9.66,1.0760075
3170052288000,-1.61,9.58,0.95342433
3170102215000,-1.92,9.89,0.88532263
3170152782000,-2.14,9.96,0.84446156
3170202251000,-1.84,9.7,0.7218784
3170252239000,-1.8,9.66,0.61291564
3170302257000,-1.84,9.72,0.6537767
3170352276000,-1.92,9.66,0.7627395
3170402325000,-1.84,9.7,0.84446156
3170452251000,-1.84,9.81,0.92618364
3170502209000,-1.73,10.08,0.84446156
3170552349000,-1.99,9.81,0.46309182
3170612255000,-1.61,9.62,0.5720546
3170662212000,-1.95,9.81,0.53119355
3170712231000,-2.03,9.72,0.7627395
3170762249000,-2.11,9.81,0.6946377
3170812267000,-2.14,9.47,0.53119355
3170862225000,-1.88,9.53,0.7218784
3170912243000,-1.69,9.77,0.92618364
3170962231000,-1.42,9.7,1.1441092
3171012279000,-1.61,9.72,1.1849703
3171062237000,-1.65,9.72,0.9942854
3171112286000,-1.46,9.58,0.95342433
3171162212000,-1.65,9.66,0.95342433
3171212261000,-1.73,9.77,0.95342433
3171262249000,-1.76,9.81,0.9942854
3171312267000,-1.76,9.66,1.0760075
3171362255000,-1.65,9.62,1.1168685
3171412243000,-1.8,9.66,0.9942854
3171462231000,-1.8,9.81,0.95342433
3171512249000,-1.76,9.81,0.92618364
3171562237000,-1.61,9.7,0.9942854
3171612286000,-1.57,9.58,0.95342433
3171612286000,-1.57,9.58,0.95342433
3171712231000,-1.57,9.77,1.1168685
3171762279000,-1.61,9.89,0.9942854
3171812237000,-1.61,9.77,0.95342433
3171862316000,-1.65,9.62,0.88532263
3171912334000,-1.65,9.7,0.88532263
3171962322000,-1.65,9.77,0.95342433
3172012218000,-1.65,9.72,1.1168685
3172012218000,-1.65,9.72,1.1168685
3172112286000,-1.65,9.66,1.0760075
3172112286000,-1.65,9.66,1.0760075
3172172466000,-1.65,9.7,1.0351465
3172222973000,-1.65,9.72,1.0351465
3172272564000,-1.57,9.66,1.0760075
3172323070000,-1.57,9.7,1.0760075
3172372662000,-1.53,9.66,1.1441092
3172422314000,-1.57,9.72,1.1849703
3172472576000,-1.61,9.72,1.1441092
3172523144000,-1.57,9.72,1.1168685
3172572674000,-1.57,9.7,1.0351465
3172622265000,-1.57,9.77,0.9942854
3172672558000,-1.57,9.72,0.9942854
3172723064000,-1.57,9.72,1.1168685
3172772594000,-1.5,9.77,1.1168685
3172823162000,-1.5,9.66,1.1441092
3172872692000,-1.53,9.7,1.0760075
3172922314000,-1.61,9.72,1.0760075
3172972546000,-1.61,9.77,1.0351465
3173023083000,-1.57,9.77,1.1441092
3173072582000,-1.53,9.7,1.0760075
3173123119000,-1.5,9.7,1.1441092
3173123119000,-1.5,9.7,1.1441092
3173222271000,-1.53,9.72,1.0760075
3173272533000,-1.57,9.72,1.1441092
3173323040000,-1.5,9.7,1.1168685
3173372570000,-1.46,9.7,1.1441092
3173423077000,-1.5,9.66,1.1168685
3173472546000,-1.53,9.72,1.1168685
3173523022000,-1.53,9.77,1.1168685
3173572613000,-1.46,9.7,1.1168685
3173623150000,-1.42,9.62,1.1168685
3173672680000,-1.5,9.72,1.1849703
3173722668000,-1.46,9.81,1.1849703
3173772259000,-1.61,9.72,0.9942854
3173822613000,-1.73,9.66,0.7627395
3173873119000,-1.88,9.62,0.6946377
3173922619000,-1.8,9.77,0.84446156
3173973125000,-1.73,9.89,0.9942854
3174022564000,-1.65,9.77,1.1849703
3174073101000,-1.38,9.7,1.1168685
3174122631000,-1.31,9.62,1.1849703
3174172283000,-1.14,9.58,1.3075534
3174222576000,-1.04,9.66,1.334794
3174273083000,-1.18,9.77,1.334794
3174322582000,-1.33,9.77,1.2258313
3174373119000,-1.57,9.72,0.9942854
3174422619000,-1.69,9.66,0.88532263
3174472301000,-1.76,9.72,0.92618364
3174522472000,-1.76,9.7,1.0351465
3174573009000,-1.65,9.66,0.88532263
3174622509000,-1.99,9.72,0.7218784
3174673016000,-2.11,9.81,0.6946377
3174722546000,-1.92,9.77,0.8036005
3174772991000,-1.76,9.66,0.8036005
3174822491000,-1.65,9.66,0.7218784
3174872997000,-1.8,9.77,0.88532263
3174872997000,-1.8,9.77,0.88532263
3174982342000,-1.84,9.81,0.88532263
3175032787000,-1.92,9.66,0.8036005
3175082226000,-1.92,9.77,0.7627395
3175132275000,-1.8,9.85,0.7218784
3175182232000,-1.99,9.85,0.5720546
3175232281000,-1.92,9.66,0.5720546
3175302257000,-1.84,9.77,0.7627395
3175352215000,-1.65,9.66,0.7627395
3175402264000,-1.8,9.7,0.92618364
3175452221000,-1.69,9.77,0.92618364
3175502300000,-1.95,9.92,0.95342433
3175552257000,-2.11,9.81,0.6537767
3175602276000,-2.11,9.72,0.61291564
3175652203000,-1.99,9.72,0.6537767
3175702282000,-1.92,9.62,0.7627395
3175752209000,-1.84,9.47,0.88532263
3175802349000,-1.76,9.53,0.95342433
3175852215000,-1.95,9.72,1.0351465
3175902264000,-1.95,9.77,0.7627395
3175952221000,-1.99,9.89,0.8036005
3176002270000,-1.46,11.92,-0.27240697
3176052227000,-1.8,8.24,0.7218784
3176102276000,-1.18,8.77,0.53119355
3176152233000,-1.95,9.66,1.1849703
3176202312000,-1.73,9.85,1.4165162
3176252239000,-1.73,9.72,1.3756552
3176302288000,-2.07,10.15,1.334794
3176352276000,-1.53,9.53,1.2258313
3176402264000,-1.73,9.47,1.1441092
3176452251000,-1.8,9.7,0.9942854
3176502270000,-1.84,9.81,0.95342433
3176552257000,-1.88,9.81,0.9942854
3176602276000,-1.69,9.77,0.84446156
3176652233000,-1.57,9.72,0.88532263
3176702312000,-1.5,9.58,0.92618364
3176752239000,-1.42,9.62,1.0760075
3176802319000,-1.42,9.89,1.2666923
3176862286000,-1.46,9.81,1.334794
3176912212000,-1.61,9.85,1.4165162
3176962231000,-1.5,9.62,1.2258313
3177012249000,-1.38,9.62,1.3756552
3177062237000,-1.31,9.53,1.3756552
3177112225000,-1.38,9.62,1.4982382
3177162273000,-1.46,9.7,1.5390993
3177212231000,-1.65,9.85,1.6480621
3177262249000,-1.5,10.0,1.607201
3177312206000,-1.5,9.81,1.4165162
3177362286000,-1.31,9.72,1.3075534
3177412212000,-1.38,9.51,0.9942854
3177462231000,-1.5,9.53,0.9942854
3177512218000,-1.69,9.53,0.7627395
3177562237000,-1.38,9.34,0.7218784
3177612225000,-1.14,9.53,0.9942854
3177662273000,-0.65,10.38,1.2666923
3177712200000,-0.34,9.51,1.2258313
3177762249000,-0.11,9.19,0.9942854
3177812237000,0.19,9.38,1.4573772
3177812237000,0.19,9.38,1.4573772
3177812237000,0.19,9.38,1.4573772
3177962200000,-0.46,10.34,2.070293
3178012218000,-0.61,9.77,1.5390993
3178062237000,-1.04,9.72,0.9942854
3178112316000,-0.8,9.0,1.0760075
3178162212000,-1.31,9.66,1.7570249
3178212261000,-1.5,9.62,1.607201
3178262249000,-1.88,9.92,1.6480621
3178312267000,-2.22,10.12,1.7978859
3178362225000,-1.95,9.85,2.8738933
3178412273000,-1.12,9.7,3.0645783
3178462200000,-0.84,9.47,2.2201166
3178512279000,-1.14,9.19,2.152015
3178562237000,-0.65,8.96,2.152015
3178612560000,0.04,9.34,2.6014864
3178662212000,1.65,9.04,2.9147544
3178712231000,1.99,9.66,3.173541
3178762218000,2.22,9.51,3.255263
3178812267000,1.27,8.77,2.5606253
3178862255000,1.04,8.77,2.3699405
3178912273000,0.46,9.62,2.1111538
3178962200000,0.19,10.27,2.3018389
3179012279000,0.69,10.95,2.7921712
3179062237000,1.31,12.03,4.2086873
3179112286000,0.42,9.53,3.405087
3179162212000,0.19,7.21,2.152015
3179262218000,-0.19,7.78,2.9147544
3179312237000,-0.19,7.74,2.7240696
3179362225000,-1.38,10.42,2.6423476
3179412273000,-1.65,11.56,4.099725
3179462200000,-0.15,8.96,2.6014864
3179512279000,-1.8,8.89,1.0760075
3179562267000,-1.61,11.5,3.5957718
3179612286000,0.89,10.42,2.9556155
3179662273000,-1.57,8.73,1.1849703
3179712231000,-1.61,9.38,1.6480621
3179762310000,-0.8,9.15,1.5390993
3179812267000,-2.18,10.15,1.4573772
3179862225000,-2.11,9.53,1.3756552
3179912243000,-0.91,9.72,1.2666923
3179962231000,-0.61,9.72,1.4982382
3180012249000,-0.23,9.53,1.1441092
3180062206000,-0.76,9.89,1.2666923
3180112255000,-1.18,9.66,0.6946377
3180162212000,-1.46,9.81,0.5720546
3180212231000,-1.31,9.92,0.50395286
3180262218000,-0.72,9.85,0.38136974
3180312298000,-0.57,9.89,0.23154591
3180362225000,-0.8,10.0,0.42223078
3180412243000,-1.31,9.96,0.5720546
3180462231000,-1.18,9.77,0.7218784
3180512310000,-0.61,9.7,0.6537767
3180562206000,-0.72,9.85,0.6537767
