timestamp,accX,accY,accZ
58655962322000,0.42,4.67,8.81
58656012280000,0.42,4.63,8.81
58656122112000,0.53,4.9,8.81
58656122112000,0.53,4.9,8.81
58656172283000,0.57,4.86,8.73
58656222393000,0.53,4.86,8.81
58656272381000,0.42,4.82,8.73
58656322338000,0.53,4.75,8.77
58656382305000,0.5,4.56,8.81
58656432293000,0.69,4.67,8.81
58656482342000,0.61,4.82,8.77
58656532330000,0.65,5.01,8.62
58656582348000,0.72,5.13,8.54
58656632305000,0.95,5.13,8.5
58656682324000,0.93,5.05,8.58
58656732311000,0.65,5.05,8.66
58656782330000,0.42,4.99,8.77
58656832378000,0.5,5.05,8.73
58656882336000,0.57,5.01,8.62
58656932324000,0.61,5.05,8.66
58656982342000,0.65,5.01,8.58
58657032330000,0.61,4.94,8.69
58657082317000,0.61,4.99,8.73
58657132336000,0.53,4.94,8.66
58657182324000,0.57,4.99,8.62
58657232311000,0.57,4.99,8.69
58657282299000,0.5,4.94,8.69
58657332348000,0.46,4.9,8.77
58657382305000,0.46,4.86,8.73
58657432293000,0.38,4.86,8.81
58657432293000,0.38,4.86,8.81
58657532330000,0.42,4.86,8.77
58657582348000,0.46,4.82,8.73
58657632305000,0.53,4.9,8.73
58657682324000,0.42,4.86,8.81
58657732311000,0.46,4.86,8.69
58657782330000,0.42,4.9,8.77
58657832317000,0.38,4.86,8.77
58657882336000,0.42,4.9,8.73
58657932293000,0.38,4.9,8.85
58657982342000,0.5,4.86,8.69
58658032299000,0.65,4.9,8.69
58658082348000,0.46,4.86,8.66
58658132336000,0.23,4.82,8.81
58658182263000,0.23,4.82,8.85
58658232281000,0.23,4.82,8.77
58658282330000,0.38,4.86,8.73
58658332348000,0.46,4.79,8.77
58658382305000,0.57,4.79,8.73
58658432293000,0.57,4.82,8.73
58658482311000,0.5,4.82,8.77
58658532299000,0.5,4.9,8.77
58658582348000,0.72,5.05,8.66
58658632336000,0.8,5.18,8.58
58658682324000,0.93,5.24,8.39
58658732342000,0.99,5.41,8.43
58658782330000,1.04,5.43,8.35
58658832348000,1.23,5.6,8.24
58658882336000,1.38,5.67,8.2
58658932324000,1.5,5.63,8.12
58658982342000,1.54,5.83,8.05
58659032330000,1.57,5.9,7.93
58659082348000,1.88,5.9,7.74
58659132305000,1.88,5.94,7.89
58659182354000,1.65,5.79,7.86
58659232311000,1.65,5.86,7.97
58659282299000,1.65,5.86,8.01
58659332348000,1.54,5.9,7.97
58659382336000,1.5,5.83,8.05
58659432293000,1.57,5.86,8.05
58659482311000,1.46,5.79,8.05
58659532299000,1.5,5.79,8.08
58659582317000,1.54,5.83,8.08
58659632305000,1.54,5.86,8.01
58659682293000,1.65,5.86,7.93
58659732342000,1.61,5.83,8.01
58659782299000,1.61,5.79,8.08
58659832348000,1.54,5.83,7.97
58659832348000,1.54,5.83,7.97
58659932293000,1.65,5.83,8.08
58659982342000,1.46,5.75,8.12
58660032299000,1.46,5.79,8.08
58660082348000,1.57,5.83,8.05
58660132336000,1.5,5.75,8.12
58660182324000,1.54,5.71,8.05
58660232311000,1.54,5.83,8.05
58660284130000,1.61,5.75,8.01
58660342297000,1.57,5.79,8.12
58660392346000,1.42,5.75,8.16
58660442303000,1.42,5.79,8.16
58660492291000,1.54,5.75,8.08
58660542309000,1.46,5.75,8.08
58660592297000,1.5,5.75,8.01
58660642315000,1.57,5.75,8.08
58660692303000,1.57,5.71,8.05
58660742321000,1.46,5.75,8.12
58660792309000,1.46,5.71,8.08
58660842327000,1.27,5.71,8.16
58660892315000,1.38,5.71,8.2
58660942333000,1.27,5.6,8.24
58660992260000,1.18,5.6,8.2
58661042309000,1.27,5.63,8.2
58661092327000,1.14,5.56,8.28
58661150341000,1.18,5.52,8.24
58661202282000,1.12,5.48,8.31
58661252300000,0.93,5.37,8.39
58661302319000,0.76,5.33,8.47
58661352276000,0.76,5.18,8.5
58661402294000,0.65,5.13,8.66
58661452313000,0.65,5.09,8.66
58661502300000,0.57,5.13,8.73
58661552319000,0.5,4.9,8.47
58661602306000,0.46,4.9,8.66
58661652294000,0.34,4.71,8.81
58661702343000,0.53,4.52,8.85
58661752270000,0.42,4.52,9.04
58661802319000,0.19,4.4,8.81
58661852306000,0.15,4.1,8.96
58661902325000,0.11,4.06,9.3
58661952313000,0.31,4.4,9.11
58662002544000,0.57,4.6,9.28
58662052319000,0.95,4.37,9.08
58662102306000,0.72,3.95,9.15
58662152294000,0.8,3.41,8.92
58662202313000,0.76,2.83,9.15
58662252300000,0.69,2.64,9.66
58662302319000,0.65,2.53,9.28
58662352306000,0.38,2.76,9.58
58662402264000,0.19,2.98,9.58
58662452313000,0.15,3.11,9.53
58662502270000,0.15,3.21,9.53
58662552319000,-0.08,3.11,9.51
58662602306000,-0.23,3.34,9.53
58662652294000,0.11,3.64,9.38
58662702343000,-0.04,3.64,9.28
58662752300000,-0.11,3.41,9.38
58662802349000,-0.38,3.45,9.47
58662852337000,-0.23,3.76,9.51
58662902325000,-0.11,4.14,9.19
58662952313000,-0.34,4.1,9.34
58663002361000,-0.38,3.95,9.38
58663052319000,-0.34,3.76,9.43
58663102276000,-0.15,3.76,9.19
58663152294000,-0.15,3.87,9.34
58663202282000,-0.34,3.95,9.34
58663252270000,-0.38,3.87,9.34
58663302349000,-0.42,3.64,9.43
58663352276000,-0.27,3.64,9.38
58663402294000,-0.04,3.91,9.23
58663452282000,-0.23,3.91,9.28
58663502300000,-0.11,3.95,9.19
58663552380000,-0.46,3.72,9.3
58663602337000,-0.3,3.76,9.34
58663652294000,-0.19,3.83,9.34
58663702313000,-0.27,3.87,9.43
58663752331000,-0.38,3.72,9.34
58663802319000,-0.19,3.76,9.3
58663852306000,-0.15,3.91,9.3
58663902294000,-0.23,3.91,9.43
58663952313000,-0.38,3.83,9.38
58664002880000,-0.11,3.79,9.3
58664052319000,-0.11,3.79,9.3
58664102306000,-0.15,3.87,9.28
58664152203000,-0.23,3.91,9.38
58664202313000,-0.5,3.72,9.38
58664252270000,-0.27,3.64,9.38
58664302319000,-0.15,3.76,9.34
58664352306000,-0.23,3.87,9.3
58664402264000,-0.19,3.87,9.3
58664452282000,-0.27,3.87,9.28
58664502300000,-0.11,3.87,9.23
58664552288000,-0.08,3.87,9.28
58664652294000,-0.3,3.49,9.47
58664702282000,-0.46,3.41,9.47
58664752270000,-0.23,3.64,9.47
58664802319000,-0.5,3.83,9.58
58664902294000,-0.08,3.79,9.28
58664952313000,-0.04,3.83,9.23
58665002300000,0.11,3.99,9.23
58665052410000,0.08,3.91,9.23
58665102306000,-0.08,3.79,9.3
58665152294000,-0.15,3.72,9.34
58665252270000,-0.04,3.87,9.28
58665302288000,0.04,3.83,9.28
58665352306000,-0.08,3.76,9.3
58665402294000,-0.11,3.57,9.34
58665452313000,0.04,3.72,9.28
58665502300000,0.15,3.87,9.15
58665552319000,-0.08,3.79,9.43
58665602306000,-0.3,3.57,9.38
58665652294000,-0.11,3.72,9.34
58665702313000,0.11,3.87,9.28
58665752300000,-0.04,3.76,9.3
58665802319000,0.23,3.87,9.28
58665852306000,-0.15,3.57,9.3
58665952282000,-0.04,3.79,9.28
58666002453000,-0.11,3.79,9.34
58666052319000,0.19,3.83,9.28
58666102306000,-0.27,3.53,9.34
58666152294000,-0.08,3.6,9.38
58666202313000,0.27,3.87,9.19
58666252300000,-0.27,3.76,9.3
58666302319000,0.38,3.99,9.28
58666352306000,-0.3,3.6,9.3
58666402294000,-0.08,3.68,9.34
58666452313000,0.31,3.91,9.11
58666502300000,-0.23,3.79,9.3
58666552319000,0.46,3.95,9.23
58666602306000,-0.34,3.6,9.34
58666652294000,-0.04,3.57,9.38
58666702313000,0.15,3.76,9.3
58666752270000,-0.3,3.76,9.51
58666802319000,0.46,4.14,9.3
58666852306000,0.08,3.64,9.04
58666902294000,0.11,3.41,9.3
58666952282000,0.23,3.45,9.3
58667052319000,0.27,3.95,9.3
58667102306000,-0.27,3.53,9.43
58667202313000,-0.15,3.72,9.34
58667252270000,-0.15,3.83,9.53
58667302319000,0.19,4.14,9.08
58667352306000,-0.15,3.76,9.3
58667402355000,-0.11,3.79,9.38
58667452313000,-0.04,3.91,9.15
58667502300000,-0.08,3.95,9.3
58667552288000,-0.11,3.91,9.3
58667602276000,-0.11,3.87,9.28
58667652264000,-0.08,3.95,9.28
58667702282000,-0.08,3.95,9.23
58667752300000,-0.15,3.83,9.38
58667802319000,-0.23,3.87,9.34
58667852276000,-0.15,3.87,9.15
58667902325000,-0.04,4.02,9.19
58667952282000,-0.04,3.99,9.15
58668002850000,-0.11,3.95,9.23
58668052288000,-0.11,3.91,9.23
58668102276000,-0.15,3.91,9.34
58668152264000,-0.27,3.91,9.28
58668202282000,-0.23,3.91,9.23
58668252300000,-0.04,4.02,9.19
58668302319000,0.04,4.18,9.28
58668352306000,-0.3,4.25,9.58
58668402264000,-0.3,4.06,9.15
58668452313000,-0.23,3.91,9.23
58668502331000,-0.15,3.91,9.28
58668552319000,-0.23,3.79,9.15
58668602306000,-0.11,4.02,9.15
58668652294000,-0.04,4.37,9.23
58668702282000,-0.04,3.83,9.23
58668752331000,-0.23,3.53,9.28
58668802319000,-0.42,3.49,9.3
58668852306000,-0.46,3.53,9.11
58668902264000,-0.46,4.02,9.23
58668952313000,-0.69,4.25,9.7
58669002300000,-0.65,3.6,9.34
58669052319000,-0.84,4.18,9.38
58669110485000,-0.61,4.21,9.38
58669110485000,-0.61,4.21,9.38
58669162304000,-0.38,4.14,9.19
58669212322000,-0.72,4.1,9.38
58669262341000,-0.57,3.99,9.28
58669312328000,-0.3,4.21,9.43
58669362347000,-0.61,3.95,9.0
58669412304000,-0.53,3.95,8.96
58669462322000,-0.08,4.6,8.77
58669512341000,-0.46,4.56,8.92
58669562359000,0.31,4.63,9.19
58669612347000,0.15,4.33,8.66
58669662335000,-1.04,4.29,9.19
58669712322000,-0.61,4.14,8.69
58669762371000,-0.11,4.52,9.3
58669812328000,-0.42,5.05,9.28
58669862347000,-0.04,4.79,8.77
58669912335000,-0.38,4.44,8.81
58669962353000,-0.72,4.6,8.85
58670012310000,-0.23,4.71,8.69
58670062328000,-0.34,4.79,8.77
58670112347000,-0.27,5.13,9.04
58670162335000,-0.65,4.44,8.89
58670212322000,-0.8,4.52,9.3
58670262310000,-0.15,4.99,8.73
58670312328000,-0.38,4.79,8.73
58670362316000,-0.38,4.79,8.89
58670412335000,-0.53,4.82,8.81
58670462353000,-0.84,4.75,9.0
58670512341000,-0.5,4.6,9.08
58670562298000,-0.38,4.6,8.96
58670612316000,-0.34,4.67,8.96
58670662304000,-0.23,4.75,8.96
58670712414000,-0.27,4.79,8.96
58670762615000,-0.3,4.99,8.66
58670812328000,-0.23,4.86,8.69
58670862347000,-0.27,4.82,8.85
58670912304000,-0.27,4.86,8.85
58670962322000,-0.3,4.86,8.81
58671012310000,-0.34,4.71,8.92
58671062328000,-0.3,4.6,9.0
58671112316000,-0.3,4.75,8.96
58671162335000,-0.27,4.82,8.89
58671212322000,-0.3,4.82,8.81
58671262310000,-0.34,4.75,8.89
58671312328000,-0.3,4.67,8.92
58671362316000,-0.34,4.67,8.92
58671412304000,-0.27,4.71,8.92
58671462292000,-0.3,4.75,8.92
58671512371000,-0.34,4.75,8.85
58671562328000,-0.3,4.71,8.96
58671672131000,-0.3,4.75,9.0
58671672131000,-0.3,4.75,9.0
58671722271000,-0.3,4.79,8.85
58671772381000,-0.3,4.75,8.85
58671822308000,-0.27,4.79,8.89
58671872295000,-0.27,4.79,8.85
58671932293000,-0.38,4.75,9.0
58671982342000,-0.53,4.6,8.92
58672032330000,-0.42,4.71,8.92
58672082317000,-0.38,4.75,8.92
58672132336000,-0.34,4.75,8.89
58672182293000,-0.38,4.75,8.96
58672232342000,-0.34,4.67,8.92
58672282299000,-0.38,4.67,8.89
58672332348000,-0.3,4.79,8.81
58672382305000,-0.3,4.75,8.81
58672432293000,-0.3,4.79,8.89
58672482311000,-0.38,4.75,8.89
58672532360000,-0.34,4.79,8.96
58672582348000,-0.38,4.71,8.92
58672632305000,-0.34,4.71,8.92
58672682263000,-0.38,4.71,8.92
58672732311000,-0.34,4.82,8.92
58672782330000,-0.42,4.71,8.96
58672832317000,-0.46,4.67,8.96
58672882336000,-0.27,4.75,8.85
58672932293000,-0.27,4.86,8.77
58672982342000,-0.42,4.82,8.92
58673032330000,-0.38,4.71,8.85
58673082317000,-0.34,4.71,8.92
58673132305000,-0.46,4.71,8.92
58673182324000,-0.34,4.82,8.89
58673232342000,-0.42,4.79,8.92
58673282330000,-0.57,4.6,8.96
58673332348000,-0.69,4.37,9.08
58673382336000,-0.57,4.48,9.11
58673432324000,-0.38,4.52,9.0
58673482342000,-0.42,4.48,8.96
58673532330000,-0.42,4.44,9.08
58673582348000,-0.61,4.37,8.96
58673632336000,-0.72,4.52,9.08
58673682324000,-1.04,4.33,9.0
58673732372000,-0.42,4.75,9.04
58673782360000,-0.53,4.79,8.89
58673832378000,-0.65,4.94,9.04
58673882336000,-0.53,4.9,9.38
58673932324000,-0.65,4.56,9.28
58673982342000,-0.42,4.02,8.89
58674032330000,-0.23,4.25,8.92
58674082348000,-0.04,4.63,9.19
58674132366000,0.38,4.56,8.96
58674182324000,-0.04,4.06,9.15
58674232372000,-0.08,3.79,9.08
58674282330000,0.46,3.91,8.92
58674332348000,0.19,3.95,8.85
58674382366000,-0.42,3.79,9.53
58674432324000,-0.19,4.21,9.19
58674482403000,0.23,4.29,8.77
58674532360000,0.99,4.71,8.2
58674582348000,1.88,5.67,8.08
58674632336000,2.15,5.52,8.54
58674682354000,1.31,4.71,8.31
58674732372000,0.53,4.79,8.43
58674782299000,0.15,4.79,9.04
58674832348000,-0.99,4.37,9.72
58674882336000,-1.95,3.99,9.81
58674932324000,-1.84,3.76,9.47
58674982342000,-1.42,4.02,9.58
58675032360000,-0.61,4.06,9.34
58675082348000,-0.11,4.33,9.08
58675132336000,0.08,4.37,8.89
58675182324000,0.08,4.52,8.96
58675232342000,0.11,4.67,8.77
58675332378000,0.15,4.86,8.73
58675382336000,0.34,5.09,8.5
58675432293000,0.5,5.13,8.5
58675482342000,0.69,5.37,8.43
58675532299000,0.95,5.37,8.28
58675582348000,1.04,5.48,8.28
58675632366000,1.14,5.56,8.24
58675682324000,1.08,5.6,8.2
58675732372000,0.89,5.56,8.28
58675782299000,0.89,5.48,8.43
58675832348000,0.95,5.43,8.31
58675882305000,0.95,5.48,8.28
58675932324000,1.14,5.63,8.24
58675982342000,1.12,5.56,8.2
58676032330000,0.95,5.52,8.31
58676082348000,0.93,5.48,8.35
58676132305000,0.89,5.48,8.35
58676182293000,0.93,5.43,8.35
58676232342000,0.95,5.48,8.31
58676232342000,0.95,5.48,8.31
58676232342000,0.95,5.48,8.31
58676382305000,0.89,5.43,8.43
58676432324000,0.84,5.48,8.28
58676482311000,1.04,5.56,8.28
58676532299000,1.08,5.56,8.28
58676532299000,1.08,5.56,8.28
58676632305000,1.04,5.52,8.28
58676700329000,1.04,5.48,8.39
58676752270000,0.93,5.41,8.35
58676802288000,0.99,5.52,8.35
58676852306000,0.99,5.56,8.28
58676902294000,1.04,5.48,8.28
58676952282000,0.95,5.43,8.28
58676952282000,0.95,5.43,8.28
58677052288000,1.04,5.52,8.28
58677102306000,1.14,5.6,8.16
58677152264000,1.18,5.6,8.16
58677202313000,1.14,5.48,8.2
58677252270000,1.08,5.48,8.24
58677302319000,0.95,5.41,8.31
58677352276000,0.95,5.56,8.35
58677402264000,0.99,5.56,8.24
58677452282000,1.04,5.56,8.24
58677502300000,1.14,5.56,8.2
58677552319000,1.14,5.52,8.28
58677602276000,1.14,5.52,8.24
58677652264000,1.04,5.52,8.28
58677702282000,0.93,5.52,8.31
58677752270000,0.89,5.48,8.31
58677752270000,0.89,5.48,8.31
58677852306000,0.93,5.41,8.35
58677902294000,0.89,5.37,8.39
58677952282000,0.76,5.37,8.47
58678002544000,0.72,5.37,8.35
58678052319000,0.69,5.33,8.47
58678102306000,0.84,5.37,8.39
58678152264000,0.84,5.33,8.35
58678202282000,0.8,5.33,8.35
58678252270000,0.8,5.33,8.39
58678302319000,0.72,5.28,8.43
58678352276000,0.76,5.28,8.39
58678402294000,0.8,5.37,8.43
58678452313000,0.76,5.33,8.43
58678452313000,0.76,5.33,8.43
58678552288000,0.72,5.33,8.47
58678602306000,0.57,5.22,8.5
58678652294000,0.69,5.28,8.43
58678702313000,0.76,5.24,8.39
58678752300000,0.72,5.22,8.5
58678802288000,0.61,5.22,8.54
58678852306000,0.53,5.22,8.47
58678902294000,0.76,5.13,8.58
58678952313000,0.61,5.09,8.43
58679002300000,0.42,5.05,8.62
58679052319000,0.42,5.01,8.66
58679102306000,0.46,5.05,8.62
58679152294000,0.53,5.01,8.62
58679202282000,0.5,5.01,8.62
58679252300000,0.42,5.01,8.62
58679302319000,0.53,5.05,8.69
58679352306000,0.61,5.09,8.62
58679402264000,0.46,5.09,8.62
58679452282000,0.57,5.09,8.62
58679502270000,0.65,5.09,8.58
58679552319000,0.57,5.09,8.58
58679552319000,0.57,5.09,8.58
58679652203000,0.69,5.05,8.58
58679702313000,0.8,5.09,8.58
58679752270000,0.84,5.01,8.58
58679802319000,0.95,5.05,8.62
58679852306000,0.95,4.94,8.62
58679902264000,1.12,4.82,8.62
58679952313000,1.08,4.75,8.69
58680002514000,1.04,4.75,8.69
58680052319000,1.18,4.79,8.69
58680102367000,1.23,4.75,8.62
58680152294000,1.33,4.71,8.58
58680202282000,1.33,4.56,8.5
58680252270000,1.33,4.4,8.54
58680252270000,1.33,4.4,8.54
58680312267000,1.04,3.95,8.66
58680363354000,0.57,3.79,9.15
58680422375000,0.23,4.06,9.38
58680482281000,0.23,4.48,9.15
58680532299000,0.23,4.67,8.96
58680582348000,0.42,4.82,8.89
58680632336000,0.53,4.99,8.69
58680682293000,0.53,4.99,8.58
58680732311000,0.46,4.94,8.58
58680782330000,0.38,4.82,8.66
58680832348000,0.34,4.79,8.69
58680882305000,0.27,4.82,8.69
58680932324000,0.19,4.86,8.81
58680982342000,0.27,4.94,8.73
58681032330000,0.31,4.82,8.66
58681082287000,0.19,4.82,8.66
58681132275000,0.19,4.9,8.66
58681182293000,0.27,4.9,8.62
58681232342000,0.19,4.86,8.69
58681282238000,0.23,4.79,8.77
58681332348000,0.19,4.86,8.73
58681382336000,0.23,4.82,8.69
58681432293000,0.23,4.82,8.73
58681482342000,0.19,4.75,8.69
58681532330000,0.27,4.82,8.73
58681582317000,0.27,4.9,8.69
58681632336000,0.19,4.82,8.73
58681682324000,0.15,4.79,8.77
58681732311000,0.19,4.75,8.77
58681782330000,0.15,4.82,8.69
58681832256000,0.23,4.86,8.73
58681882275000,0.19,4.86,8.73
58681932293000,0.19,4.82,8.73
58681982342000,0.23,4.82,8.77
58682032299000,0.19,4.82,8.69
58682082348000,0.15,4.86,8.62
58682132305000,0.23,4.86,8.69
58682182354000,0.15,4.82,8.62
58682232342000,0.23,4.86,8.73
58682282269000,0.23,4.86,8.69
58682332317000,0.19,4.86,8.73
58682382305000,0.15,4.82,8.73
58682432293000,0.11,4.82,8.66
58682482342000,0.23,4.86,8.77
58682532299000,0.19,4.94,8.69
58682582317000,0.15,4.94,8.69
58682632336000,0.11,4.9,8.77
58682682293000,0.08,4.9,8.73
58682732311000,0.11,4.9,8.58
58682782330000,0.15,4.99,8.66
58682832317000,0.15,5.01,8.62
58682832317000,0.15,5.01,8.62
58682932324000,0.15,4.99,8.73
58683032299000,0.04,4.79,8.73
58683082317000,-0.04,4.9,8.73
58683132305000,0.08,4.9,8.69
58683182324000,0.19,4.99,8.66
58683232311000,0.15,4.99,8.58
58683282330000,0.11,4.94,8.62
58683332348000,0.19,4.99,8.66
58683382305000,0.15,4.99,8.66
58683432263000,0.15,4.9,8.66
58683482311000,0.15,4.99,8.73
58683532330000,0.11,4.94,8.66
58683532330000,0.11,4.94,8.66
58683632305000,0.15,4.99,8.73
58683682324000,0.11,4.94,8.69
58683732311000,0.08,4.99,8.69
58683782299000,0.04,4.99,8.66
58683832287000,0.08,4.99,8.66
58683882305000,0.08,5.01,8.66
58683932293000,0.15,5.05,8.66
58683982342000,0.27,5.05,8.54
58684032269000,0.27,5.05,8.58
58684082317000,0.19,5.05,8.58
58684132336000,0.08,4.99,8.66
58684182324000,0.19,5.01,8.69
58684232311000,0.11,5.01,8.69
58684282299000,0.04,4.9,8.77
58684332348000,0.11,4.99,8.69
58684382305000,0.23,5.01,8.54
58684432293000,0.19,5.01,8.69
58684482342000,0.15,4.99,8.58
58684532330000,0.08,4.94,8.69
58684642315000,0.08,4.86,8.81
58684692272000,0.08,4.94,8.69
58684742291000,0.11,4.99,8.69
58684792309000,0.11,4.9,8.66
58684842297000,0.15,4.99,8.66
58684892315000,0.15,5.01,8.73
58684942333000,0.11,4.94,8.62
58684992321000,0.04,4.9,8.73
58685042309000,0.08,4.9,8.69
58685092327000,0.11,4.99,8.66
58685142346000,0.08,4.94,8.69
58685192303000,0.11,5.01,8.69
58685242321000,0.15,4.99,8.62
58685302288000,0.19,5.01,8.58
58685352306000,0.04,4.79,8.81
58685402325000,-0.04,4.86,8.77
58685452313000,0.11,5.01,8.66
58685502300000,0.34,5.09,8.54
58685552319000,0.38,5.09,8.58
58685602306000,0.19,4.94,8.62
58685652294000,-0.08,4.79,8.81
58685752300000,0.15,5.05,8.62
58685802319000,0.27,5.05,8.54
58685852306000,0.19,4.9,8.66
58685902294000,-0.04,4.82,8.81
58686002514000,0.15,4.99,8.66
58686052319000,0.19,5.05,8.5
58686102306000,0.15,4.99,8.58
58686152294000,0.08,5.01,8.62
58686202282000,0.08,5.01,8.69
58686252422000,0.11,4.94,8.73
58686302288000,0.15,4.94,8.66
58686352306000,0.15,5.01,8.62
58686402294000,0.11,4.99,8.62
58686452282000,0.11,4.99,8.66
58686502270000,0.11,5.01,8.62
58686552349000,0.08,4.99,8.66
58686602276000,0.08,4.9,8.66
58686652264000,0.08,4.99,8.69
58686702282000,0.11,4.99,8.58
58686752300000,0.11,4.94,8.69
58686802288000,0.08,4.94,8.69
58686852276000,0.08,4.94,8.73
58686902325000,0.08,4.9,8.62
58686952343000,0.11,5.01,8.69
58687002270000,0.11,5.01,8.58
58687052319000,0.19,4.99,8.73
58687102337000,0.11,4.9,8.69
58687152264000,0.04,4.94,8.69
58687202374000,0.11,4.9,8.73
58687252300000,0.15,4.99,8.69
58687302319000,0.08,4.99,8.69
58687352276000,0.11,4.94,8.69
58687402355000,0.15,4.94,8.73
58687452282000,0.11,4.9,8.69
58687502270000,0.15,4.99,8.66
58687552288000,0.15,5.01,8.66
58687602276000,0.19,4.99,8.66
58687652264000,0.15,4.99,8.73
58687702343000,0.11,4.94,8.66
58687752270000,0.04,4.94,8.73
58687802288000,0.11,4.94,8.73
58687852276000,0.11,4.94,8.66
58687852276000,0.11,4.94,8.66
58687952282000,0.15,4.94,8.73
58688002514000,0.11,4.94,8.73
58688052349000,0.15,4.99,8.66
58688102276000,0.15,4.99,8.73
58688152294000,0.15,4.94,8.69
58688202313000,0.11,4.9,8.66
58688252270000,0.11,4.9,8.81
58688302288000,0.11,4.94,8.69
58688352276000,0.11,4.9,8.66
58688402264000,0.11,4.86,8.66
58688452313000,0.15,4.9,8.69
58688502270000,0.11,4.9,8.73
58688552319000,0.11,4.94,8.69
58688552319000,0.11,4.94,8.69
58688652264000,0.15,4.94,8.66
58688702282000,0.11,4.94,8.66
58688752270000,0.08,4.94,8.69
58688802288000,0.08,4.99,8.66
58688852306000,0.04,4.99,8.69
58688902264000,0.04,4.94,8.69
58688952282000,0.04,4.99,8.66
58689002300000,0.04,4.94,8.69
58689052319000,0.15,4.94,8.73
58689102276000,0.11,4.94,8.62
58689152294000,0.11,4.99,8.73
58689202343000,0.04,4.99,8.66
58689252300000,-0.08,4.86,8.81
58689302288000,0.08,4.86,8.85
58689352276000,0.15,4.86,8.73
58689402294000,0.23,4.9,8.66
58689452282000,0.27,4.94,8.66
58689502300000,0.38,5.01,8.62
58689552319000,0.34,4.9,8.69
58689602306000,0.11,4.67,8.85
58689652294000,0.31,4.75,8.73
58689702282000,0.27,4.86,8.73
58689752300000,0.15,4.75,8.77
58689802319000,0.38,4.79,8.66
58689852337000,0.31,4.82,8.77
58689902416000,0.53,4.79,8.69
58689952313000,0.61,4.9,8.66
58690002544000,0.72,4.86,8.66
58690052349000,0.72,4.75,8.54
58690102276000,0.8,4.79,8.54
58690152325000,0.89,5.05,8.5
58690202313000,0.72,4.79,8.39
58690252300000,0.76,5.01,8.5
58690302319000,0.65,5.22,8.69
58690352276000,0.65,4.99,8.35
58690402294000,0.65,5.24,8.43
58690452313000,0.57,5.43,8.54
58690502300000,0.38,5.48,8.5
58690552319000,0.23,5.48,8.54
58690602306000,0.27,5.41,8.5
58690652294000,0.42,5.52,8.39
