timestamp,x-axis,y-axis,z-axis
-0.0008341333333333334,0.12,0.26,0.03
-0.0008326333333333334,0.31,0.48,0.28
-0.0008336333333333333,0.19,0.33,0.16
-0.0008331333333333334,0.34,0.42,0.11
-0.0008341500000000001,0.36,0.66,0.08
-0.0008321000000000001,0.40,0.78,0.21
-0.00083365,0.13,0.54,-0.11
-0.0008331166666666667,0.21,0.59,-0.14
-0.0008341500000000001,0.31,0.48,0.03
-0.0008326333333333334,0.28,0.38,0.03
-0.0008331166666666667,0.28,0.32,-0.00
-0.00083365,0.28,0.29,0.07
-0.0008331166666666667,0.17,0.22,0.05
-0.00083365,0.12,0.22,-0.08
-0.0008326166666666666,0.29,0.43,-0.06
-0.0008336333333333333,0.16,0.35,0.06
-0.00083365,0.45,0.53,0.10
-0.0008331166666666667,0.78,0.96,0.23
-0.0008331333333333334,0.12,0.48,0.28
-0.00083365,0.38,0.28,0.08
-0.0008331166666666667,0.06,0.37,0.08
-0.00083365,0.01,0.27,0.05
-0.0008331166666666667,0.09,0.15,0.03
-0.0008346666666666668,0.21,0.31,0.07
-0.0008321166666666668,0.37,0.50,0.24
-0.0008336333333333333,0.31,0.19,0.07
-0.0008331333333333334,0.38,0.30,0.04
-0.0008336333333333333,0.26,0.41,0.07
-0.0008331333333333334,0.28,0.80,0.15
-0.0008326166666666666,0.31,0.63,0.10
-0.0008336333333333333,0.26,0.58,-0.07
-0.0008331333333333334,0.13,0.61,-0.23
-0.0008341500000000001,0.25,0.45,-0.03
-0.0008331333333333334,0.16,0.39,0.01
-0.0008336333333333333,0.18,0.35,0.06
-0.0008331333333333334,0.27,0.32,0.17
-0.0008331333333333334,0.06,0.25,-0.04
-0.0008341333333333334,0.15,0.31,-0.10
-0.0008326333333333334,0.42,0.39,-0.05
-0.0008341500000000001,0.38,0.43,0.11
-0.0008321000000000001,0.57,0.64,0.27
-0.0008346666666666668,0.36,0.95,0.22
-0.0008326166666666666,0.07,0.50,0.20
-0.0008336333333333333,0.11,0.30,0.14
-0.0008326333333333334,-0.01,0.25,0.03
-0.0008336333333333333,-0.02,0.16,-0.01
-0.0008326166666666666,0.11,0.15,-0.04
-0.0008336333333333333,0.27,0.54,0.23
-0.0008331333333333334,0.24,0.36,0.27
-0.00083365,0.22,0.30,0.16
-0.0008331166666666667,0.31,0.42,0.16
-0.0008331333333333334,0.35,0.66,0.05
-0.0008351666666666667,0.50,0.78,0.11
-0.0008321166666666668,0.12,0.62,-0.12
-0.0008336333333333333,0.23,0.68,-0.22
-0.0008321166666666668,0.29,0.43,0.03
-0.00083465,0.09,0.35,-0.06
-0.0008326166666666666,0.10,0.32,0.07
-0.0008341500000000001,0.26,0.34,0.18
-0.0008326333333333334,0.12,0.20,-0.02
-0.0008341333333333334,0.30,0.30,-0.12
-0.0008326333333333334,0.40,0.38,-0.03
0.0,0.32,0.42,0.12
-0.0016672666666666667,0.32,0.42,0.12
-0.0008326333333333334,0.39,0.91,0.23
-0.0008356666666666667,0.14,0.34,0.15
-0.0008316,0.13,0.25,0.13
-0.0008326166666666666,0.04,0.32,0.04
-0.00083365,-0.01,0.12,-0.03
-0.0008336333333333333,0.11,0.18,-0.08
-0.0008326166666666666,0.24,0.65,0.25
-0.00083365,0.26,0.39,0.29
-0.0008331166666666667,0.29,0.25,0.10
-0.00083365,0.35,0.42,0.17
-0.0008331333333333334,0.33,0.55,0.13
-0.0008331166666666667,0.29,0.69,-0.07
-0.0008331333333333334,0.38,0.69,0.00
-0.0008336333333333333,0.06,0.70,-0.22
-0.00083365,0.13,0.59,-0.13
-0.0008356666666666667,0.25,0.32,0.05
-0.0008311,0.14,0.35,0.02
-0.0008336333333333333,0.24,0.46,0.06
-0.0008321166666666668,0.39,0.37,0.13
-0.0008341500000000001,0.26,0.19,0.01
-0.0008336333333333333,-0.01,0.24,-0.07
-0.0008326166666666666,0.12,0.48,-0.20
-0.00083365,0.31,0.36,0.08
-0.0008331166666666667,0.59,0.45,0.25
-0.00083365,0.51,0.97,0.20
-0.0008331333333333334,0.23,0.58,0.28
-0.0008336333333333333,0.20,0.26,0.07
-0.0008326166666666666,0.05,0.38,0.11
-0.0008336333333333333,-0.05,0.32,0.01
-0.00083365,0.03,0.19,-0.04
-0.0008331333333333334,0.13,0.38,0.05
-0.0008331166666666667,0.38,0.53,0.34
-0.00083365,0.18,0.30,0.21
-0.0008331166666666667,0.24,0.22,0.04
-0.0008331333333333334,0.24,0.41,0.10
-0.0008331333333333334,0.32,0.80,-0.11
-0.0008341500000000001,0.61,0.86,0.12
-0.0008331333333333334,0.08,0.60,-0.19
-0.0008331166666666667,0.17,0.63,-0.16
-0.0008331333333333334,0.26,0.32,0.12
-0.0008341500000000001,0.08,0.30,-0.02
-0.0008326166666666666,0.17,0.30,0.08
-0.00083365,0.29,0.31,0.17
-0.0008331166666666667,0.12,0.22,-0.11
-0.00083365,0.36,0.28,-0.17
-0.0008326166666666666,0.44,0.37,0.21
-0.0008336333333333333,0.60,0.79,0.28
-0.00083365,0.33,0.86,0.24
-0.0008331166666666667,0.10,0.37,0.02
-0.0008331333333333334,0.16,0.36,0.04
-0.00083365,0.03,0.44,0.07
-0.0008331166666666667,-0.02,0.35,0.01
-0.00083365,-0.05,0.34,0.04
-0.0008326166666666666,0.17,0.39,0.25
-0.0008341500000000001,0.38,0.26,0.19
-0.0008331333333333334,0.39,0.27,0.13
-0.0008331166666666667,0.25,0.35,0.21
-0.0008331333333333334,0.21,0.64,0.04
-0.0008336333333333333,0.32,0.90,-0.00
-0.00083365,0.31,0.64,-0.11
-0.0008331333333333334,0.08,0.69,-0.16
-0.0008326166666666666,0.13,0.49,0.01
-0.00083465,0.17,0.37,-0.01
-0.0008326166666666666,0.16,0.31,-0.07
-0.00083365,0.16,0.41,-0.07
-0.0008326166666666666,0.24,0.47,0.02
-0.0008336333333333333,0.24,0.57,-0.05
-0.0008331333333333334,0.18,0.52,-0.00
-0.0008336333333333333,0.31,0.53,-0.07
-0.00083365,0.46,0.55,-0.06
-0.0008326166666666666,0.40,0.48,0.15
-0.0008341500000000001,0.05,0.65,-0.22
-0.0008331333333333334,0.21,0.60,-0.19
-0.0008336333333333333,0.32,0.50,-0.10
-0.0008331333333333334,0.22,0.48,-0.12
-0.0008336333333333333,0.13,0.41,-0.23
-0.0008326166666666666,0.10,0.49,-0.06
-0.0008341500000000001,0.05,0.43,0.05
-0.0008326166666666666,0.05,0.39,0.09
-0.0008346666666666668,0.08,0.27,0.08
-0.0008321166666666668,0.41,0.31,0.06
-0.00083465,0.64,0.58,-0.01
-0.0008316,0.23,0.42,0.19
-0.0008341500000000001,0.09,0.43,-0.02
-0.0008326166666666666,0.25,0.83,0.21
-0.0008341500000000001,0.15,0.37,-0.11
-0.0008326166666666666,0.13,0.34,-0.06
-0.0008341500000000001,0.17,0.54,-0.24
-0.0008321166666666668,0.12,0.46,-0.04
-0.00083465,0.14,0.48,0.14
-0.0008321166666666668,0.17,0.48,-0.10
-0.0008341500000000001,0.21,0.46,0.00
-0.0008331333333333334,0.18,0.45,-0.00
-0.0008336333333333333,0.23,0.45,0.05
-0.0008326166666666666,0.22,0.32,0.11
-0.0008341500000000001,0.04,0.29,-0.01
-0.0008326166666666666,0.21,0.45,-0.09
-0.00083365,0.13,0.31,-0.05
-0.0008331166666666667,0.14,0.33,-0.04
-0.0008351666666666667,0.33,0.48,0.03
-0.0011647666666666668,0.63,0.76,0.40
-0.0008326166666666666,0.21,0.80,0.21
-0.0008351666666666667,0.31,0.47,0.17
-0.0009989333333333334,0.12,0.45,0.15
-0.0008326333333333334,0.03,0.19,0.08
-0.0008336333333333333,0.06,0.15,0.05
-0.0008326166666666666,-0.01,0.15,0.04
-0.00083465,0.11,0.18,0.06
-0.0008331333333333334,0.25,0.33,0.13
-0.0008331333333333334,0.34,0.36,-0.03
-0.0008336333333333333,0.34,0.43,0.07
-0.0008326333333333334,0.37,0.80,0.25
-0.0008341333333333334,0.39,0.84,0.09
-0.0008326333333333334,0.05,0.59,-0.20
-0.0008341500000000001,0.27,0.75,-0.21
-0.0008331166666666667,0.34,0.41,0.03
-0.0008341500000000001,0.09,0.36,-0.01
-0.0008300833333333334,0.12,0.32,0.12
0.0,0.29,0.35,0.11
-0.0016688000000000002,0.29,0.35,0.11
-0.0008341500000000001,0.30,0.20,-0.12
-0.0008321166666666668,0.34,0.30,-0.08
-0.0008341333333333334,0.24,0.38,0.08
-0.0008321166666666668,0.57,0.81,0.28
-0.0008346666666666668,0.28,0.91,0.33
-0.0008326166666666666,0.26,0.43,0.24
-0.0008331333333333334,0.08,0.30,0.09
-0.0008341333333333334,-0.04,0.34,0.03
-0.0008331333333333334,-0.01,0.17,-0.02
-0.0008331333333333334,0.11,0.11,-0.10
-0.0008336333333333333,0.22,0.47,0.12
-0.0008321166666666668,0.29,0.49,0.34
-0.0008397500000000001,0.20,0.50,0.12
-0.0016616833333333335,0.42,0.59,0.12
-0.0008321000000000001,0.28,0.69,-0.01
-0.0008341500000000001,0.22,0.60,-0.19
-0.0008336333333333333,0.26,0.51,-0.06
-0.0008326333333333334,0.10,0.39,0.02
-0.0008341500000000001,0.12,0.40,0.06
-0.0008326166666666666,0.32,0.41,0.11
-0.0008331333333333334,0.34,0.27,0.08
-0.0008341333333333334,0.28,0.28,-0.03
-0.0008331333333333334,0.26,0.23,-0.15
-0.00083365,0.20,0.41,-0.02
-0.0008326166666666666,0.24,0.41,0.05
-0.0008336333333333333,0.38,0.46,0.13
-0.0008331333333333334,0.49,0.68,0.23
-0.0008336333333333333,0.37,0.90,0.17
-0.0008331333333333334,0.03,0.44,0.13
-0.0008331333333333334,0.18,0.38,0.11
-0.0008336333333333333,0.04,0.27,0.04
-0.0008331333333333334,0.09,0.11,0.01
-0.0008336333333333333,0.14,0.32,0.08
-0.0008331333333333334,0.21,0.60,0.29
-0.0008336333333333333,0.19,0.32,0.15
-0.0016667666666666668,0.23,0.31,0.14
-0.0008326333333333334,0.21,0.48,0.11
-0.00083465,0.27,0.60,0.08
-0.0008321166666666668,0.28,0.59,0.07
-0.0008336333333333333,0.48,0.65,0.12
-0.0008331333333333334,0.13,0.64,-0.21
-0.0008336333333333333,0.26,0.59,-0.12
-0.0008326333333333334,0.16,0.33,-0.05
-0.0008341333333333334,0.12,0.40,0.17
-0.0008326333333333334,0.26,0.31,0.08
-0.0008341333333333334,0.33,0.27,-0.03
-0.0008326333333333334,0.28,0.22,-0.03
-0.0008341500000000001,0.30,0.37,-0.09
-0.0008331166666666667,0.19,0.38,0.09
-0.0008321166666666668,0.26,0.40,0.05
-0.00083465,0.59,0.63,0.29
-0.0008326333333333334,0.44,0.91,0.29
-0.00083465,0.06,0.52,0.22
-0.0008316,0.23,0.28,0.12
-0.0008341500000000001,-0.03,0.40,0.04
-0.0008331333333333334,-0.04,0.17,-0.01
-0.0008336333333333333,0.16,0.15,-0.03
-0.0008326333333333334,0.29,0.39,0.20
-0.0008341333333333334,0.29,0.33,0.20
-0.0008331333333333334,0.28,0.36,0.16
-0.0008331333333333334,0.25,0.49,0.21
-0.0008336333333333333,0.32,0.67,0.20
-0.0008326333333333334,0.31,0.58,-0.08
-0.0008341333333333334,0.27,0.65,-0.05
-0.0008321166666666668,0.15,0.69,-0.15
-0.00083465,0.33,0.43,-0.02
-0.0008331333333333334,0.20,0.38,-0.04
-0.0008326333333333334,0.19,0.36,0.04
-0.0008341333333333334,0.30,0.34,0.10
-0.0008321166666666668,0.20,0.32,0.05
-0.00083465,0.08,0.26,-0.07
-0.0008326333333333334,0.21,0.37,-0.22
-0.0008341500000000001,0.24,0.38,0.18
-0.0008326166666666666,0.34,0.48,0.03
-0.0008331333333333334,0.65,0.73,0.25
-0.0008341333333333334,0.33,0.86,0.19
-0.0008326333333333334,0.19,0.43,0.12
-0.0008336333333333333,0.18,0.32,0.13
-0.0016662666666666668,0.01,0.26,0.03
-0.0008341333333333334,0.15,0.23,-0.02
-0.00083365,0.16,0.58,0.23
-0.0008331333333333334,0.13,0.39,0.24
-0.0008326166666666666,0.33,0.31,0.05
-0.0008331333333333334,0.38,0.43,0.13
-0.0008341333333333334,0.25,0.48,0.13
-0.00083365,0.20,0.64,-0.05
-0.0008326166666666666,0.59,0.69,0.06
-0.0008336333333333333,0.10,0.57,-0.09
-0.0008326333333333334,0.06,0.70,-0.21
-0.0008336333333333333,0.25,0.43,-0.06
-0.0008331333333333334,0.26,0.35,0.05
-0.0008336333333333333,0.26,0.35,0.01
-0.0008331333333333334,0.32,0.28,0.17
-0.0008336333333333333,0.16,0.31,-0.04
-0.00083465,0.22,0.26,-0.13
-0.0008331333333333334,0.24,0.44,-0.01
-0.0008321166666666668,0.20,0.44,0.19
-0.0008331333333333334,0.58,0.46,0.27
-0.0008331333333333334,0.41,0.89,0.10
-0.0008336333333333333,0.13,0.48,0.19
-0.0008336333333333333,0.21,0.39,0.09
-0.00083365,0.17,0.41,0.10
-0.0008326166666666666,0.04,0.24,0.10
-0.0008336333333333333,0.02,0.18,-0.00
-0.0008336333333333333,0.05,0.57,0.11
-0.0008331333333333334,0.38,0.57,0.31
-0.00083365,0.17,0.25,0.27
-0.0008331166666666667,0.11,0.20,0.15
-0.0008346666666666668,0.33,0.36,-0.07
-0.0008326166666666666,0.27,0.36,-0.07
0.0,0.29,0.71,0.05
-0.0016662666666666668,0.29,0.71,0.05
-0.0008336333333333333,0.05,0.64,-0.26
-0.0008321166666666668,0.20,0.77,-0.19
-0.0008341333333333334,0.22,0.44,0.09
-0.0008321166666666668,0.11,0.35,-0.05
-0.0008346666666666668,0.12,0.27,-0.05
-0.0008331166666666667,0.15,0.37,-0.05
-0.0008326333333333334,0.20,0.51,-0.06
-0.0008341333333333334,0.36,0.61,0.10
-0.0008321166666666668,0.37,0.57,-0.01
-0.0008346666666666668,0.47,0.53,-0.06
-0.0008321000000000001,0.34,0.45,0.02
-0.0008341500000000001,-0.02,0.67,-0.16
-0.0008326166666666666,0.11,0.67,-0.13
-0.0008341500000000001,0.31,0.49,-0.07
-0.0008331333333333334,0.26,0.48,-0.05
-0.0008341500000000001,0.08,0.37,-0.09
-0.0008321166666666668,0.07,0.35,0.01
-0.0008341333333333334,0.04,0.30,0.04
-0.0008331333333333334,0.12,0.31,0.07
-0.0008326333333333334,0.30,0.30,0.15
-0.0008341333333333334,0.53,0.51,0.21
-0.0008321166666666668,0.40,0.52,0.19
-0.0008351666666666667,0.11,0.47,-0.07
-0.0008326166666666666,0.17,0.77,-0.03
-0.00083365,0.03,0.26,-0.11
-0.0008326166666666666,0.20,0.48,-0.15
-0.0008331333333333334,0.15,0.49,-0.01
-0.0008336333333333333,0.14,0.48,0.01
-0.0008336333333333333,0.15,0.46,-0.10
-0.0008331333333333334,0.14,0.49,-0.05
-0.0008331333333333334,0.19,0.45,-0.05
-0.0008336333333333333,0.21,0.44,-0.06
-0.0008331333333333334,0.17,0.48,-0.01
-0.0008336333333333333,0.18,0.48,-0.05
-0.0008331333333333334,0.34,0.51,-0.08
-0.0008336333333333333,0.43,0.53,-0.03
-0.0008321166666666668,0.38,0.52,0.08
-0.00083465,0.14,0.53,-0.07
-0.0008321166666666668,0.06,0.65,-0.10
-0.0008346666666666668,0.17,0.59,-0.05
-0.0008331166666666667,0.25,0.55,0.03
-0.0008326333333333334,0.08,0.38,-0.02
-0.00083465,0.05,0.32,0.06
-0.0008326166666666666,0.06,0.22,0.04
-0.00083365,0.13,0.20,0.09
-0.0008336333333333333,0.28,0.34,0.13
-0.0008321166666666668,0.33,0.29,0.07
-0.0008341333333333334,0.24,0.23,0.01
-0.0008326333333333334,0.26,0.33,0.14
-0.0008341500000000001,0.20,0.37,0.18
-0.0008326166666666666,0.26,0.57,0.16
-0.0008341500000000001,0.26,0.69,-0.11
-0.0008326166666666666,0.42,0.84,0.01
-0.0008336333333333333,0.06,0.65,-0.13
-0.00083365,0.23,0.56,-0.11
-0.0008326166666666666,0.25,0.29,-0.05
-0.0008336333333333333,0.16,0.40,-0.01
-0.0008336333333333333,0.24,0.45,0.06
-0.0008326333333333334,0.32,0.38,0.03
-0.0008341500000000001,0.28,0.31,0.07
-0.0008331166666666667,0.12,0.28,-0.03
-0.0008326333333333334,0.26,0.36,-0.07
-0.00083465,0.20,0.37,-0.04
-0.0008326166666666666,0.23,0.28,0.02
-0.0008331333333333334,0.37,0.45,0.08
-0.0008331333333333334,0.59,0.80,0.27
-0.0008331333333333334,0.29,0.79,0.27
-0.0008341333333333334,0.30,0.43,0.22
-0.0008321166666666668,0.11,0.31,0.09
-0.0008341500000000001,0.01,0.26,0.03
-0.0008331333333333334,0.05,0.12,-0.03
-0.0008336333333333333,0.12,0.16,-0.08
-0.0008336333333333333,0.20,0.51,0.12
-0.0008326333333333334,0.26,0.42,0.32
-0.00083465,0.27,0.29,0.11
-0.0008326166666666666,0.37,0.43,0.09
-0.0008331333333333334,0.34,0.68,-0.02
-0.0008336333333333333,0.44,0.79,0.22
-0.0008331333333333334,0.12,0.62,-0.15
-0.0008326333333333334,0.17,0.52,-0.23
-0.0008341333333333334,0.22,0.43,-0.07
-0.0008326333333333334,0.17,0.39,0.08
-0.0008341333333333334,0.14,0.44,0.01
-0.0008326333333333334,0.29,0.40,0.09
-0.0008341500000000001,0.34,0.24,0.06
-0.0008331166666666667,0.08,0.25,-0.05
-0.0008331333333333334,0.16,0.32,-0.15
-0.0008336333333333333,0.40,0.36,-0.06
-0.0008326333333333334,0.29,0.44,0.13
-0.0008341500000000001,0.59,0.73,0.21
-0.0008326166666666666,0.37,0.88,0.19
-0.0008331333333333334,0.25,0.50,0.20
-0.0008336333333333333,0.20,0.38,0.12
-0.0008326166666666666,-0.00,0.30,0.04
-0.0008346666666666668,0.02,0.16,-0.03
-0.0008326166666666666,0.13,0.19,-0.05
-0.0008331333333333334,0.23,0.55,0.16
-0.00083515,0.25,0.35,0.24
-0.0008331333333333334,0.21,0.27,0.05
-0.0008326333333333334,0.26,0.29,-0.00
-0.0008331166666666667,0.33,0.50,0.14
-0.0008331333333333334,0.31,0.70,-0.05
-0.0008336333333333333,0.55,0.85,0.16
-0.0008331333333333334,0.14,0.62,-0.21
-0.0008341500000000001,0.21,0.56,-0.20
-0.0008321166666666668,0.22,0.34,0.04
-0.0008336333333333333,0.12,0.38,0.06
-0.0008336333333333333,0.23,0.43,0.05
-0.0008326333333333334,0.36,0.34,0.12
-0.00083465,0.19,0.24,0.01
-0.0008321166666666668,0.13,0.27,-0.14
-0.0008336333333333333,0.24,0.46,-0.07
-0.0008321166666666668,0.13,0.28,0.11
-0.00083465,0.42,0.47,0.14
0.0,0.61,0.97,0.20
-0.0016662666666666668,0.61,0.97,0.20
-0.0008341500000000001,0.33,0.24,0.11
0.0,0.11,0.31,0.09
-0.0010142,0.11,0.31,0.09
-0.000826,0.01,0.19,-0.02
-0.0008260166666666667,0.11,0.19,-0.03
-0.0008402500000000001,0.14,0.44,0.04
-0.0008265166666666668,0.28,0.40,0.31
-0.00084075,0.24,0.31,0.16
-0.0008260166666666667,0.27,0.40,0.08
-0.0008407666666666667,0.32,0.47,0.20
-0.000826,0.26,0.73,-0.10
-0.0008392333333333334,0.41,0.62,0.06
-0.0008275333333333334,0.05,0.74,-0.18
-0.0008387333333333333,0.34,0.54,-0.00
-0.0008275333333333334,0.29,0.42,-0.08
-0.0008382166666666668,0.19,0.35,0.04
-0.0008285500000000001,0.27,0.35,0.05
-0.0008361833333333334,0.29,0.26,0.09
-0.0008422833333333335,0.23,0.22,0.00
-0.000826,0.30,0.30,-0.12
-0.0008428,0.20,0.35,-0.05
-0.0008244833333333335,0.25,0.37,0.07
-0.0008285500000000001,0.52,0.59,0.25
-0.0008372000000000001,0.52,0.94,0.19
-0.0008412666666666667,0.11,0.61,0.27
-0.0008244833333333335,0.26,0.24,0.11
-0.0008422833333333335,0.03,0.38,0.10
-0.000825,0.01,0.24,-0.02
-0.0008417666666666667,0.10,0.15,-0.05
-0.0008255000000000001,0.17,0.50,0.06
-0.0008417833333333334,0.31,0.47,0.30
-0.000825,0.24,0.22,0.10
-0.0008417666666666667,0.26,0.37,0.03
-0.0008255000000000001,0.28,0.45,0.15
-0.0008280500000000001,0.31,0.72,-0.14
-0.0008366833333333333,0.54,0.75,0.19
-0.0008417833333333334,0.11,0.65,-0.18
-0.0008249833333333333,0.29,0.65,-0.14
-0.0008422833333333335,0.33,0.36,-0.02
-0.000825,0.10,0.35,0.06
-0.0008412666666666667,0.16,0.25,0.11
-0.0008255000000000001,0.31,0.23,0.09
-0.0008417833333333334,0.17,0.20,-0.03
-0.0008244833333333335,0.35,0.31,-0.12
-0.0008422833333333335,0.26,0.38,0.09
-0.0008249833333333333,0.52,0.59,0.29
-0.0008412666666666667,0.58,0.96,0.22
-0.0008255000000000001,0.03,0.65,0.28
-0.0008422833333333335,0.15,0.23,0.13
-0.0008255000000000001,0.11,0.42,0.12
-0.0008280500000000001,-0.01,0.18,0.02
-0.0008478833333333334,0.12,0.10,-0.02
-0.0008214333333333334,0.23,0.37,0.11
-0.0008417666666666667,0.29,0.35,0.16
-0.000825,0.23,0.35,0.18
-0.0008417666666666667,0.24,0.41,0.17
-0.0008244833333333335,0.35,0.76,0.01
-0.0008428,0.54,0.75,0.12
-0.0008239833333333334,0.09,0.65,-0.23
-0.0008427833333333333,0.17,0.65,-0.11
-0.0008234666666666667,0.20,0.42,0.04
-0.0008417833333333334,0.13,0.34,-0.00
-0.0008255000000000001,0.24,0.28,-0.06
