user-id,timestamp,accX,accY,accZ
20,58659382336000,1.5,5.83,8.05
20,58659432293000,1.57,5.86,8.05
20,58659482311000,1.46,5.79,8.05
20,58659532299000,1.5,5.79,8.08
20,58659582317000,1.54,5.83,8.08
20,58659632305000,1.54,5.86,8.01
20,58659682293000,1.65,5.86,7.93
20,58659732342000,1.61,5.83,8.01
20,58659782299000,1.61,5.79,8.08
20,58659832348000,1.54,5.83,7.97
20,58659832348000,1.54,5.83,7.97
20,58659932293000,1.65,5.83,8.08
20,58659982342000,1.46,5.75,8.12
20,58660032299000,1.46,5.79,8.08
20,58660082348000,1.57,5.83,8.05
20,58660132336000,1.5,5.75,8.12
20,58660182324000,1.54,5.71,8.05
20,58660232311000,1.54,5.83,8.05
20,58660284130000,1.61,5.75,8.01
20,58660342297000,1.57,5.79,8.12
20,58660392346000,1.42,5.75,8.16
20,58660442303000,1.42,5.79,8.16
20,58660492291000,1.54,5.75,8.08
20,58660542309000,1.46,5.75,8.08
20,58660592297000,1.5,5.75,8.01
20,58660642315000,1.57,5.75,8.08
20,58660692303000,1.57,5.71,8.05
20,58660742321000,1.46,5.75,8.12
20,58660792309000,1.46,5.71,8.08
20,58660842327000,1.27,5.71,8.16
20,58660892315000,1.38,5.71,8.2
20,58660942333000,1.27,5.6,8.24
20,58660992260000,1.18,5.6,8.2
20,58661042309000,1.27,5.63,8.2
20,58661092327000,1.14,5.56,8.28
20,58661150341000,1.18,5.52,8.24
20,58661202282000,1.12,5.48,8.31
20,58661252300000,0.93,5.37,8.39
20,58661302319000,0.76,5.33,8.47
20,58661352276000,0.76,5.18,8.5
20,58661402294000,0.65,5.13,8.66
20,58661452313000,0.65,5.09,8.66
20,58661502300000,0.57,5.13,8.73
20,58661552319000,0.5,4.9,8.47
20,58661602306000,0.46,4.9,8.66
20,58661652294000,0.34,4.71,8.81
20,58661702343000,0.53,4.52,8.85
20,58661752270000,0.42,4.52,9.04
20,58661802319000,0.19,4.4,8.81
20,58661852306000,0.15,4.1,8.96
20,58661902325000,0.11,4.06,9.3
20,58661952313000,0.31,4.4,9.11
20,58662002544000,0.57,4.6,9.28
20,58662052319000,0.95,4.37,9.08
20,58662102306000,0.72,3.95,9.15
20,58662152294000,0.8,3.41,8.92
20,58662202313000,0.76,2.83,9.15
20,58662252300000,0.69,2.64,9.66
20,58662302319000,0.65,2.53,9.28
20,58662352306000,0.38,2.76,9.58
20,58662402264000,0.19,2.98,9.58
20,58662452313000,0.15,3.11,9.53
20,58662502270000,0.15,3.21,9.53
20,58662552319000,-0.08,3.11,9.51
20,58662602306000,-0.23,3.34,9.53
20,58662652294000,0.11,3.64,9.38
20,58662702343000,-0.04,3.64,9.28
20,58662752300000,-0.11,3.41,9.38
20,58662802349000,-0.38,3.45,9.47
20,58662852337000,-0.23,3.76,9.51
20,58662902325000,-0.11,4.14,9.19
20,58662952313000,-0.34,4.1,9.34
20,58663002361000,-0.38,3.95,9.38
20,58663052319000,-0.34,3.76,9.43
20,58663102276000,-0.15,3.76,9.19
20,58663152294000,-0.15,3.87,9.34
20,58663202282000,-0.34,3.95,9.34
20,58663252270000,-0.38,3.87,9.34
20,58663302349000,-0.42,3.64,9.43
20,58663352276000,-0.27,3.64,9.38
20,58663402294000,-0.04,3.91,9.23
20,58663452282000,-0.23,3.91,9.28
20,58663502300000,-0.11,3.95,9.19
20,58663552380000,-0.46,3.72,9.3
20,58663602337000,-0.3,3.76,9.34
20,58663652294000,-0.19,3.83,9.34
20,58663702313000,-0.27,3.87,9.43
20,58663752331000,-0.38,3.72,9.34
20,58663802319000,-0.19,3.76,9.3
20,58663852306000,-0.15,3.91,9.3
20,58663902294000,-0.23,3.91,9.43
20,58663952313000,-0.38,3.83,9.38
20,58664002880000,-0.11,3.79,9.3
20,58664052319000,-0.11,3.79,9.3
20,58664102306000,-0.15,3.87,9.28
20,58664152203000,-0.23,3.91,9.38
20,58664202313000,-0.5,3.72,9.38
20,58664252270000,-0.27,3.64,9.38
20,58664302319000,-0.15,3.76,9.34
20,58664352306000,-0.23,3.87,9.3
20,58664402264000,-0.19,3.87,9.3
20,58664452282000,-0.27,3.87,9.28
20,58664502300000,-0.11,3.87,9.23
20,58664552288000,-0.08,3.87,9.28
20,58664602337000,0.0,3.79,9.23
20,58664652294000,-0.3,3.49,9.47
20,58664702282000,-0.46,3.41,9.47
20,58664752270000,-0.23,3.64,9.47
20,58664802319000,-0.5,3.83,9.58
20,58664852306000,0.0,3.95,9.34
20,58664902294000,-0.08,3.79,9.28
20,58664952313000,-0.04,3.83,9.23
20,58665002300000,0.11,3.99,9.23
20,58665052410000,0.08,3.91,9.23
20,58665102306000,-0.08,3.79,9.3
20,58665152294000,-0.15,3.72,9.34
20,58665202313000,0.0,3.87,9.28
20,58665252270000,-0.04,3.87,9.28
20,58665302288000,0.04,3.83,9.28
20,58665352306000,-0.08,3.76,9.3
20,58665402294000,-0.11,3.57,9.34
20,58665452313000,0.04,3.72,9.28
20,58665502300000,0.15,3.87,9.15
20,58665552319000,-0.08,3.79,9.43
20,58665602306000,-0.3,3.57,9.38
20,58665652294000,-0.11,3.72,9.34
20,58665702313000,0.11,3.87,9.28
20,58665752300000,-0.04,3.76,9.3
20,58665802319000,0.23,3.87,9.28
20,58665852306000,-0.15,3.57,9.3
20,58665902294000,0.0,3.72,9.28
20,58665952282000,-0.04,3.79,9.28
20,58666002453000,-0.11,3.79,9.34
20,58666052319000,0.19,3.83,9.28
20,58666102306000,-0.27,3.53,9.34
20,58666152294000,-0.08,3.6,9.38
20,58666202313000,0.27,3.87,9.19
20,58666252300000,-0.27,3.76,9.3
20,58666302319000,0.38,3.99,9.28
20,58666352306000,-0.3,3.6,9.3
20,58666402294000,-0.08,3.68,9.34
20,58666452313000,0.31,3.91,9.11
20,58666502300000,-0.23,3.79,9.3
20,58666552319000,0.46,3.95,9.23
20,58666602306000,-0.34,3.6,9.34
20,58666652294000,-0.04,3.57,9.38
20,58666702313000,0.15,3.76,9.3
20,58666752270000,-0.3,3.76,9.51
20,58666802319000,0.46,4.14,9.3
20,58666852306000,0.08,3.64,9.04
20,58666902294000,0.11,3.41,9.3
20,58666952282000,0.23,3.45,9.3
20,58667002331000,0.0,3.6,9.34
20,58667052319000,0.27,3.95,9.3
20,58667102306000,-0.27,3.53,9.43
20,58667152294000,0.0,3.49,9.38
20,58667202313000,-0.15,3.72,9.34
20,58667252270000,-0.15,3.83,9.53
20,58667302319000,0.19,4.14,9.08
20,58667352306000,-0.15,3.76,9.3
20,58667402355000,-0.11,3.79,9.38
20,58667452313000,-0.04,3.91,9.15
20,58667502300000,-0.08,3.95,9.3
20,58667552288000,-0.11,3.91,9.3
20,58667602276000,-0.11,3.87,9.28
20,58667652264000,-0.08,3.95,9.28
20,58667702282000,-0.08,3.95,9.23
20,58667752300000,-0.15,3.83,9.38
20,58667802319000,-0.23,3.87,9.34
20,58667852276000,-0.15,3.87,9.15
20,58667902325000,-0.04,4.02,9.19
20,58667952282000,-0.04,3.99,9.15
20,58668002850000,-0.11,3.95,9.23
20,58668052288000,-0.11,3.91,9.23
20,58668102276000,-0.15,3.91,9.34
20,58668152264000,-0.27,3.91,9.28
20,58668202282000,-0.23,3.91,9.23
20,58668252300000,-0.04,4.02,9.19
20,58668302319000,0.04,4.18,9.28
20,58668352306000,-0.3,4.25,9.58
20,58668402264000,-0.3,4.06,9.15
20,58668452313000,-0.23,3.91,9.23
20,58668502331000,-0.15,3.91,9.28
20,58668552319000,-0.23,3.79,9.15
20,58668602306000,-0.11,4.02,9.15
20,58668652294000,-0.04,4.37,9.23
20,58668702282000,-0.04,3.83,9.23
20,58668752331000,-0.23,3.53,9.28
20,58668802319000,-0.42,3.49,9.3
20,58668852306000,-0.46,3.53,9.11
20,58668902264000,-0.46,4.02,9.23
20,58668952313000,-0.69,4.25,9.7
20,58669002300000,-0.65,3.6,9.34
20,58669052319000,-0.84,4.18,9.38
20,58669110485000,-0.61,4.21,9.38
20,58669110485000,-0.61,4.21,9.38
20,58669162304000,-0.38,4.14,9.19
20,58669212322000,-0.72,4.1,9.38
20,58669262341000,-0.57,3.99,9.28
20,58669312328000,-0.3,4.21,9.43
20,58669362347000,-0.61,3.95,9.0
20,58669412304000,-0.53,3.95,8.96
20,58669462322000,-0.08,4.6,8.77
20,58669512341000,-0.46,4.56,8.92
20,58669562359000,0.31,4.63,9.19
20,58669612347000,0.15,4.33,8.66
20,58669662335000,-1.04,4.29,9.19
20,58669712322000,-0.61,4.14,8.69
20,58669762371000,-0.11,4.52,9.3
20,58669812328000,-0.42,5.05,9.28
20,58669862347000,-0.04,4.79,8.77
20,58669912335000,-0.38,4.44,8.81
20,58669962353000,-0.72,4.6,8.85
20,58670012310000,-0.23,4.71,8.69
20,58670062328000,-0.34,4.79,8.77
20,58670112347000,-0.27,5.13,9.04
20,58670162335000,-0.65,4.44,8.89
20,58670212322000,-0.8,4.52,9.3
20,58670262310000,-0.15,4.99,8.73
20,58670312328000,-0.38,4.79,8.73
20,58670362316000,-0.38,4.79,8.89
20,58670412335000,-0.53,4.82,8.81
20,58670462353000,-0.84,4.75,9.0
20,58670512341000,-0.5,4.6,9.08
20,58670562298000,-0.38,4.6,8.96
20,58670612316000,-0.34,4.67,8.96
20,58670662304000,-0.23,4.75,8.96
20,58670712414000,-0.27,4.79,8.96
20,58670762615000,-0.3,4.99,8.66
20,58670812328000,-0.23,4.86,8.69
20,58670862347000,-0.27,4.82,8.85
20,58670912304000,-0.27,4.86,8.85
20,58670962322000,-0.3,4.86,8.81
20,58671012310000,-0.34,4.71,8.92
20,58671062328000,-0.3,4.6,9.0
20,58671112316000,-0.3,4.75,8.96
20,58671162335000,-0.27,4.82,8.89
20,58671212322000,-0.3,4.82,8.81
20,58671262310000,-0.34,4.75,8.89
20,58671312328000,-0.3,4.67,8.92
20,58671362316000,-0.34,4.67,8.92
20,58671412304000,-0.27,4.71,8.92
20,58671462292000,-0.3,4.75,8.92
20,58671512371000,-0.34,4.75,8.85
20,58671562328000,-0.3,4.71,8.96
20,58671672131000,-0.3,4.75,9.0
20,58671672131000,-0.3,4.75,9.0
20,58671722271000,-0.3,4.79,8.85
20,58671772381000,-0.3,4.75,8.85
20,58671822308000,-0.27,4.79,8.89
20,58671872295000,-0.27,4.79,8.85
20,58671932293000,-0.38,4.75,9.0
20,58671982342000,-0.53,4.6,8.92
20,58672032330000,-0.42,4.71,8.92
20,58672082317000,-0.38,4.75,8.92
20,58672132336000,-0.34,4.75,8.89
20,58672182293000,-0.38,4.75,8.96
20,58672232342000,-0.34,4.67,8.92
20,58672282299000,-0.38,4.67,8.89
20,58672332348000,-0.3,4.79,8.81
20,58672382305000,-0.3,4.75,8.81
20,58672432293000,-0.3,4.79,8.89
20,58672482311000,-0.38,4.75,8.89
20,58672532360000,-0.34,4.79,8.96
20,58672582348000,-0.38,4.71,8.92
20,58672632305000,-0.34,4.71,8.92
20,58672682263000,-0.38,4.71,8.92
20,58672732311000,-0.34,4.82,8.92
20,58672782330000,-0.42,4.71,8.96
20,58672832317000,-0.46,4.67,8.96
20,58672882336000,-0.27,4.75,8.85
20,58672932293000,-0.27,4.86,8.77
20,58672982342000,-0.42,4.82,8.92
20,58673032330000,-0.38,4.71,8.85
20,58673082317000,-0.34,4.71,8.92
20,58673132305000,-0.46,4.71,8.92
20,58673182324000,-0.34,4.82,8.89
20,58673232342000,-0.42,4.79,8.92
20,58673282330000,-0.57,4.6,8.96
20,58673332348000,-0.69,4.37,9.08
20,58673382336000,-0.57,4.48,9.11
20,58673432324000,-0.38,4.52,9.0
20,58673482342000,-0.42,4.48,8.96
20,58673532330000,-0.42,4.44,9.08
20,58673582348000,-0.61,4.37,8.96
20,58673632336000,-0.72,4.52,9.08
20,58673682324000,-1.04,4.33,9.0
20,58673732372000,-0.42,4.75,9.04
20,58673782360000,-0.53,4.79,8.89
20,58673832378000,-0.65,4.94,9.04
20,58673882336000,-0.53,4.9,9.38
20,58673932324000,-0.65,4.56,9.28
20,58673982342000,-0.42,4.02,8.89
20,58674032330000,-0.23,4.25,8.92
20,58674082348000,-0.04,4.63,9.19
20,58674132366000,0.38,4.56,8.96
20,58674182324000,-0.04,4.06,9.15
20,58674232372000,-0.08,3.79,9.08
20,58674282330000,0.46,3.91,8.92
20,58674332348000,0.19,3.95,8.85
20,58674382366000,-0.42,3.79,9.53
20,58674432324000,-0.19,4.21,9.19
20,58674482403000,0.23,4.29,8.77
20,58674532360000,0.99,4.71,8.2
20,58674582348000,1.88,5.67,8.08
20,58674632336000,2.15,5.52,8.54
20,58674682354000,1.31,4.71,8.31
20,58674732372000,0.53,4.79,8.43
20,58674782299000,0.15,4.79,9.04
20,58674832348000,-0.99,4.37,9.72
20,58674882336000,-1.95,3.99,9.81
20,58674932324000,-1.84,3.76,9.47
20,58674982342000,-1.42,4.02,9.58
20,58675032360000,-0.61,4.06,9.34
20,58675082348000,-0.11,4.33,9.08
20,58675132336000,0.08,4.37,8.89
20,58675182324000,0.08,4.52,8.96
20,58675232342000,0.11,4.67,8.77
20,58675282269000,0.0,4.75,8.81
20,58675332378000,0.15,4.86,8.73
20,58675382336000,0.34,5.09,8.5
20,58675432293000,0.5,5.13,8.5
20,58675482342000,0.69,5.37,8.43
20,58675532299000,0.95,5.37,8.28
20,58675582348000,1.04,5.48,8.28
20,58675632366000,1.14,5.56,8.24
20,58675682324000,1.08,5.6,8.2
20,58675732372000,0.89,5.56,8.28
20,58675782299000,0.89,5.48,8.43
20,58675832348000,0.95,5.43,8.31
20,58675882305000,0.95,5.48,8.28
20,58675932324000,1.14,5.63,8.24
20,58675982342000,1.12,5.56,8.2
20,58676032330000,0.95,5.52,8.31
20,58676082348000,0.93,5.48,8.35
20,58676132305000,0.89,5.48,8.35
20,58676182293000,0.93,5.43,8.35
20,58676232342000,0.95,5.48,8.31
20,58676232342000,0.95,5.48,8.31
20,58676232342000,0.95,5.48,8.31
20,58676382305000,0.89,5.43,8.43
20,58676432324000,0.84,5.48,8.28
20,58676482311000,1.04,5.56,8.28
20,58676532299000,1.08,5.56,8.28
20,58676532299000,1.08,5.56,8.28
20,58676632305000,1.04,5.52,8.28
20,58676700329000,1.04,5.48,8.39
20,58676752270000,0.93,5.41,8.35
20,58676802288000,0.99,5.52,8.35
20,58676852306000,0.99,5.56,8.28
20,58676902294000,1.04,5.48,8.28
20,58676952282000,0.95,5.43,8.28
20,58676952282000,0.95,5.43,8.28
20,58677052288000,1.04,5.52,8.28
20,58677102306000,1.14,5.6,8.16
20,58677152264000,1.18,5.6,8.16
20,58677202313000,1.14,5.48,8.2
20,58677252270000,1.08,5.48,8.24
20,58677302319000,0.95,5.41,8.31
20,58677352276000,0.95,5.56,8.35
20,58677402264000,0.99,5.56,8.24
20,58677452282000,1.04,5.56,8.24
20,58677502300000,1.14,5.56,8.2
20,58677552319000,1.14,5.52,8.28
20,58677602276000,1.14,5.52,8.24
20,58677652264000,1.04,5.52,8.28
20,58677702282000,0.93,5.52,8.31
20,58677752270000,0.89,5.48,8.31
20,58677752270000,0.89,5.48,8.31
20,58677852306000,0.93,5.41,8.35
20,58677902294000,0.89,5.37,8.39
20,58677952282000,0.76,5.37,8.47
20,58678002544000,0.72,5.37,8.35
20,58678052319000,0.69,5.33,8.47
20,58678102306000,0.84,5.37,8.39
20,58678152264000,0.84,5.33,8.35
20,58678202282000,0.8,5.33,8.35
20,58678252270000,0.8,5.33,8.39
20,58678302319000,0.72,5.28,8.43
20,58678352276000,0.76,5.28,8.39
20,58678402294000,0.8,5.37,8.43
20,58678452313000,0.76,5.33,8.43
20,58678452313000,0.76,5.33,8.43
20,58678552288000,0.72,5.33,8.47
20,58678602306000,0.57,5.22,8.5
20,58678652294000,0.69,5.28,8.43
20,58678702313000,0.76,5.24,8.39
20,58678752300000,0.72,5.22,8.5
20,58678802288000,0.61,5.22,8.54
20,58678852306000,0.53,5.22,8.47
20,58678902294000,0.76,5.13,8.58
20,58678952313000,0.61,5.09,8.43
20,58679002300000,0.42,5.05,8.62
20,58679052319000,0.42,5.01,8.66
20,58679102306000,0.46,5.05,8.62
20,58679152294000,0.53,5.01,8.62
20,58679202282000,0.5,5.01,8.62
20,58679252300000,0.42,5.01,8.62
20,58679302319000,0.53,5.05,8.69
20,58679352306000,0.61,5.09,8.62
20,58679402264000,0.46,5.09,8.62
20,58679452282000,0.57,5.09,8.62
20,58679502270000,0.65,5.09,8.58
20,58679552319000,0.57,5.09,8.58
20,58679552319000,0.57,5.09,8.58
20,58679652203000,0.69,5.05,8.58
20,58679702313000,0.8,5.09,8.58
20,58679752270000,0.84,5.01,8.58
20,58679802319000,0.95,5.05,8.62
20,58679852306000,0.95,4.94,8.62
20,58679902264000,1.12,4.82,8.62
20,58679952313000,1.08,4.75,8.69
20,58680002514000,1.04,4.75,8.69
20,58680052319000,1.18,4.79,8.69
20,58680102367000,1.23,4.75,8.62
20,58680152294000,1.33,4.71,8.58
20,58680202282000,1.33,4.56,8.5
20,58680252270000,1.33,4.4,8.54
20,58680252270000,1.33,4.4,8.54
20,58680312267000,1.04,3.95,8.66
20,58680363354000,0.57,3.79,9.15
20,58680422375000,0.23,4.06,9.38
20,58680482281000,0.23,4.48,9.15
20,58680532299000,0.23,4.67,8.96
20,58680582348000,0.42,4.82,8.89
20,58680632336000,0.53,4.99,8.69
20,58680682293000,0.53,4.99,8.58
20,58680732311000,0.46,4.94,8.58
20,58680782330000,0.38,4.82,8.66
20,58680832348000,0.34,4.79,8.69
20,58680882305000,0.27,4.82,8.69
20,58680932324000,0.19,4.86,8.81
20,58680982342000,0.27,4.94,8.73
20,58681032330000,0.31,4.82,8.66
20,58681082287000,0.19,4.82,8.66
20,58681132275000,0.19,4.9,8.66
20,58681182293000,0.27,4.9,8.62
20,58681232342000,0.19,4.86,8.69
20,58681282238000,0.23,4.79,8.77
20,58681332348000,0.19,4.86,8.73
20,58681382336000,0.23,4.82,8.69
20,58681432293000,0.23,4.82,8.73
20,58681482342000,0.19,4.75,8.69
20,58681532330000,0.27,4.82,8.73
20,58681582317000,0.27,4.9,8.69
20,58681632336000,0.19,4.82,8.73
20,58681682324000,0.15,4.79,8.77
20,58681732311000,0.19,4.75,8.77
20,58681782330000,0.15,4.82,8.69
20,58681832256000,0.23,4.86,8.73
20,58681882275000,0.19,4.86,8.73
20,58681932293000,0.19,4.82,8.73
20,58681982342000,0.23,4.82,8.77
20,58682032299000,0.19,4.82,8.69
20,58682082348000,0.15,4.86,8.62
20,58682132305000,0.23,4.86,8.69
20,58682182354000,0.15,4.82,8.62
20,58682232342000,0.23,4.86,8.73
20,58682282269000,0.23,4.86,8.69
20,58682332317000,0.19,4.86,8.73
20,58682382305000,0.15,4.82,8.73
20,58682432293000,0.11,4.82,8.66
20,58682482342000,0.23,4.86,8.77
20,58682532299000,0.19,4.94,8.69
20,58682582317000,0.15,4.94,8.69
20,58682632336000,0.11,4.9,8.77
20,58682682293000,0.08,4.9,8.73
20,58682732311000,0.11,4.9,8.58
20,58682782330000,0.15,4.99,8.66
20,58682832317000,0.15,5.01,8.62
20,58682832317000,0.15,5.01,8.62
20,58682932324000,0.15,4.99,8.73
20,58682982342000,0.0,4.82,8.81
20,58683032299000,0.04,4.79,8.73
20,58683082317000,-0.04,4.9,8.73
20,58683132305000,0.08,4.9,8.69
20,58683182324000,0.19,4.99,8.66
20,58683232311000,0.15,4.99,8.58
20,58683282330000,0.11,4.94,8.62
20,58683332348000,0.19,4.99,8.66
20,58683382305000,0.15,4.99,8.66
20,58683432263000,0.15,4.9,8.66
20,58683482311000,0.15,4.99,8.73
20,58683532330000,0.11,4.94,8.66
20,58683532330000,0.11,4.94,8.66
20,58683632305000,0.15,4.99,8.73
20,58683682324000,0.11,4.94,8.69
20,58683732311000,0.08,4.99,8.69
20,58683782299000,0.04,4.99,8.66
20,58683832287000,0.08,4.99,8.66
20,58683882305000,0.08,5.01,8.66
20,58683932293000,0.15,5.05,8.66
20,58683982342000,0.27,5.05,8.54
20,58684032269000,0.27,5.05,8.58
20,58684082317000,0.19,5.05,8.58
20,58684132336000,0.08,4.99,8.66
20,58684182324000,0.19,5.01,8.69
20,58684232311000,0.11,5.01,8.69
20,58684282299000,0.04,4.9,8.77
20,58684332348000,0.11,4.99,8.69
20,58684382305000,0.23,5.01,8.54
20,58684432293000,0.19,5.01,8.69
20,58684482342000,0.15,4.99,8.58
20,58684532330000,0.08,4.94,8.69
20,58684582317000,0.0,4.94,8.73
20,58684642315000,0.08,4.86,8.81
20,58684692272000,0.08,4.94,8.69
20,58684742291000,0.11,4.99,8.69
20,58684792309000,0.11,4.9,8.66
20,58684842297000,0.15,4.99,8.66
20,58684892315000,0.15,5.01,8.73
20,58684942333000,0.11,4.94,8.62
20,58684992321000,0.04,4.9,8.73
20,58685042309000,0.08,4.9,8.69
20,58685092327000,0.11,4.99,8.66
20,58685142346000,0.08,4.94,8.69
20,58685192303000,0.11,5.01,8.69
20,58685242321000,0.15,4.99,8.62
20,58685302288000,0.19,5.01,8.58
20,58685352306000,0.04,4.79,8.81
20,58685402325000,-0.04,4.86,8.77
20,58685452313000,0.11,5.01,8.66
20,58685502300000,0.34,5.09,8.54
20,58685552319000,0.38,5.09,8.58
20,58685602306000,0.19,4.94,8.62
20,58685652294000,-0.08,4.79,8.81
20,58685702313000,0.0,4.9,8.73
20,58685752300000,0.15,5.05,8.62
20,58685802319000,0.27,5.05,8.54
20,58685852306000,0.19,4.9,8.66
20,58685902294000,-0.04,4.82,8.81
20,58685952313000,0.0,4.86,8.77
20,58686002514000,0.15,4.99,8.66
20,58686052319000,0.19,5.05,8.5
20,58686102306000,0.15,4.99,8.58
20,58686152294000,0.08,5.01,8.62
20,58686202282000,0.08,5.01,8.69
20,58686252422000,0.11,4.94,8.73
